,DATE,PER,ORG,LOC,Mean
kin,0.9360527396202087,0.9237339496612549,0.9259512424468994,0.9167398810386658,0.9256194531917572
twi,0.8931235671043396,0.9394362568855286,0.9534264802932739,0.9134353995323181,0.924855425953865
luo,0.9182954430580139,0.9038980007171631,0.9239243268966675,0.9172709584236145,0.9158471822738647
ibo,0.9524224400520325,0.9240403771400452,0.9283306002616882,0.8460127115249634,0.9127015322446823
lug,0.9025061130523682,0.8928819894790649,0.9251182079315186,0.9161891937255859,0.9091738760471344
tsn,0.9259504079818726,0.9072216749191284,0.911018431186676,0.873165488243103,0.904339000582695
nya,0.917235791683197,0.9419824481010437,0.922575831413269,0.831127405166626,0.9032303690910339
zul,0.9263449311256409,0.8676730990409851,0.9254441261291504,0.86148601770401,0.8952370434999466
sna,0.941417932510376,0.9207678437232971,0.9184342622756958,0.7935508489608765,0.8935427218675613
hau,0.9226229190826416,0.9199047088623047,0.9353466033935547,0.7945013642311096,0.8930938988924026
swa,0.8752160668373108,0.885560929775238,0.8693845272064209,0.9057267308235168,0.8839720636606216
wol,0.9026237726211548,0.9281097054481506,0.9156603217124939,0.783100426197052,0.8823735564947128
xho,0.955450177192688,0.8873816728591919,0.9109674692153931,0.7710484266281128,0.8812119364738464
fon,0.841342568397522,0.9058132767677307,0.9155478477478027,0.798823893070221,0.8653818964958191
mos,0.7888491749763489,0.9108254313468933,0.9059740900993347,0.8287386298179626,0.8585968315601349
bam,0.8717665672302246,0.9045702219009399,0.7818688154220581,0.8575097918510437,0.8539288491010666
ewe,0.6961531043052673,0.9079560041427612,0.9191270470619202,0.8747316598892212,0.8494919538497925
pcm,0.6930480003356934,0.9240267872810364,0.8512424230575562,0.9039456248283386,0.8430657088756561
bbj,0.7899473309516907,0.9129679203033447,0.8816574215888977,0.6974025964736938,0.8204938173294067
yor,0.8382331728935242,0.8271095752716064,0.8679507374763489,0.6925830841064453,0.8064691424369812
