,PER,ORG,DATE,LOC,Mean
kin,0.9385586977005005,0.971026599407196,,0.9631083607673645,0.9662371272022284
twi,0.9374263286590576,0.976182222366333,,0.9465978741645813,0.9606920758497368
ibo,0.9289690852165222,0.9706822633743286,,0.9508833885192871,0.9598562121391296
zul,0.9326232075691223,0.96999591588974,,0.951253354549408,0.9598090596569394
luo,0.9324460029602051,0.9568959474563599,,0.9611917734146118,0.958269165557565
fon,0.9119978547096252,0.9735730886459351,,0.9416375756263733,0.9562769590072262
mos,0.9034485220909119,0.9746297001838684,,0.9399019479751587,0.9556983298468358
tsn,0.9314526319503784,0.9556334018707275,,0.9570291042327881,0.9556066330196789
lug,0.9077824354171753,0.9647645354270935,,0.9454613924026489,0.953734404832414
ewe,0.9201550483703613,0.9637246131896973,,0.9454169869422913,0.95356839953117
hau,0.9251056909561157,0.967011570930481,,0.9385814070701599,0.9519899609019455
nya,0.9314292669296265,0.9594427943229675,,0.9411859512329102,0.949764321151289
swa,0.9263510704040527,0.9482617378234863,,0.948562502861023,0.9477695654896856
sna,0.9278653860092163,0.9500939846038818,,0.9455175399780273,0.9472249746322632
pcm,0.9235754013061523,0.9208287596702576,,0.9680280089378357,0.9438210158672148
wol,0.9388515949249268,0.9562642574310303,,0.9312651753425598,0.9436216157616921
bam,0.9275524616241455,0.924589216709137,,0.9630436301231384,0.9433427157911282
xho,0.9108303189277649,0.9587237238883972,,0.9241055846214294,0.9405238483715983
bbj,0.9284624457359314,0.9622793793678284,,0.9107903242111206,0.9362997331665558
yor,0.899888277053833,0.9589709043502808,,0.8571637868881226,0.9078291203211812
