,DATE,ORG,PER,LOC,Mean
kin,,0.9867544174194336,0.9110056757926941,0.9780622124671936,0.9796620595913667
nya,,0.9828092455863953,0.9250051379203796,0.9808295965194702,0.9796342563170654
sna,,0.9803861975669861,0.923559844493866,0.9833158254623413,0.9796090435523254
twi,,0.9873237013816833,0.9266731142997742,0.9751977920532227,0.9791612223936961
tsn,,0.9804317951202393,,0.9755232334136963,0.9779775142669678
ewe,,0.9816325902938843,0.9281177520751953,,0.977668528203611
ibo,,0.9821937084197998,,0.9718747735023499,0.9770342409610748
fon,,0.9799962043762207,0.9183986783027649,0.974652111530304,0.9750577933513201
mos,,0.9838570952415466,0.9254443049430847,0.9696127772331238,0.9747622196490948
wol,,0.9779093861579895,0.9151816964149475,0.9710394144058228,0.9721939116716385
luo,,0.9736548662185669,0.9246338605880737,,0.9700236806163082
yor,,0.9786633849143982,,0.9590771794319153,0.9688702821731567
zul,,,0.9272699356079102,0.9720792174339294,0.9687600113727428
bam,,0.9620029926300049,,0.9732725620269775,0.9676377773284912
hau,,0.973296046257019,0.9205220341682434,0.9647408127784729,0.9671531835427651
lug,,0.970755934715271,0.9202277660369873,,0.9670131074057685
bbj,,0.9770122766494751,0.9202309250831604,0.9508429169654846,0.9622469555873138
xho,,,0.9270990490913391,0.9648302793502808,0.962035373405174
swa,,0.9642183184623718,0.9269923567771912,0.9615963697433472,0.9615259984364877
pcm,,0.9398688673973083,0.9287847876548767,0.9696246981620789,0.9537482445056622
