,LOC,PER,ORG,DATE
bam,0.9999227523803711,,0.999584972858429,
bbj,0.9997465014457703,,0.9998155236244202,
ewe,,0.9999238848686218,0.9998222589492798,
fon,0.9949332475662231,0.9998957514762878,0.9998170733451843,
hau,0.9999186396598816,0.9969402551651001,0.9991180896759033,
ibo,0.9996800422668457,,0.9996111392974854,
kin,0.9999364018440247,0.9999469518661499,0.9998604655265808,
lug,,0.9998606443405151,0.9997363686561584,
luo,,0.9998331665992737,0.9997472167015076,
mos,,0.9998816251754761,0.9997509717941284,
nya,0.9998747110366821,0.999951183795929,0.9998819828033447,
pcm,0.9993876814842224,0.9985009431838989,,
sna,0.9999261498451233,0.9994556903839111,0.9998358488082886,
swa,0.9998916983604431,0.9999464750289917,0.9993430972099304,
tsn,0.9998438358306885,,0.9998797178268433,
twi,0.9996421337127686,0.9989746809005737,0.9999057650566101,
wol,0.9998292326927185,0.9999462962150574,0.9998658895492554,
xho,0.9998714923858643,0.999783992767334,,
yor,0.9996491074562073,,0.9998220205307007,
zul,0.9998111128807068,0.9999083876609802,,
