,LOC,PER,ORG,DATE
bam,0.9986329674720764,0.9997308850288391,0.999891459941864,0.9999158978462219
bbj,0.9984275698661804,0.999794602394104,0.9999762773513794,0.9999319911003113
ewe,0.99962317943573,0.9999206066131592,0.9999741911888123,0.9998798370361328
fon,0.9989461898803711,0.9995477795600891,0.9999722242355347,0.999579668045044
hau,0.9982736706733704,0.9999604225158691,0.9999294877052307,0.9994366765022278
ibo,0.9994292259216309,0.9999664425849915,0.9999272227287292,0.9999287128448486
kin,0.9999536871910095,0.9999600052833557,0.9998805522918701,0.999908983707428
lug,0.9997236728668213,0.9998745918273926,0.9993478059768677,0.999716579914093
luo,0.9999428987503052,0.9999005794525146,0.9998604655265808,0.9999209046363831
mos,0.9992997646331787,0.9997323155403137,0.9999604225158691,0.9998329281806946
nya,0.9996248483657837,0.9999011754989624,0.9999465346336365,0.9998578429222107
pcm,0.9998399615287781,0.9999642968177795,0.9986100792884827,0.9990526437759399
sna,0.9993239641189575,0.9998155832290649,0.999160647392273,0.9999446868896484
swa,0.9999489188194275,0.9998924732208252,0.9996564984321594,0.9987527132034302
tsn,0.9994658827781677,0.9998521208763123,0.9997209310531616,0.9999333620071411
twi,0.9999555945396423,0.9999851584434509,0.9999462962150574,0.9997920393943787
wol,0.9990917444229126,0.9996353387832642,0.9999355673789978,0.9999402761459351
xho,0.9990077018737793,0.9997396469116211,0.9997671842575073,0.999817967414856
yor,0.999293327331543,0.9998087882995605,0.999822735786438,0.9999300241470337
zul,0.9996511340141296,0.9995509386062622,0.9999687075614929,0.9999547600746155
