layer,model,rank_type,language,pearson
2,xlmr,top5,twi,0.9874966226772485
2,xlmr,top5,kin,0.986009753962077
2,xlmr,top5,lug,0.9856657034617935
2,xlmr,top5,luo,0.9855113986135918
2,xlmr,top5,tsn,0.9834611553467929
2,xlmr,worst5,fon,0.9707361956953648
2,xlmr,worst5,hau,0.9713891519750509
2,xlmr,worst5,yor,0.9741442293403475
2,xlmr,worst5,bbj,0.9745045284322316
2,xlmr,worst5,pcm,0.9749735557502368
3,xlmr,top5,kin,0.9901328323105788
3,xlmr,top5,twi,0.9899281965747031
3,xlmr,top5,lug,0.988937192439262
3,xlmr,top5,luo,0.9889232169789403
3,xlmr,top5,nya,0.9877062744245341
3,xlmr,worst5,fon,0.979421947651877
3,xlmr,worst5,hau,0.9799331936796998
3,xlmr,worst5,pcm,0.9805098334104032
3,xlmr,worst5,bam,0.9809445897781706
3,xlmr,worst5,bbj,0.9811025637912254
10,xlmr,top5,twi,0.9912814551025576
10,xlmr,top5,kin,0.9907067085555497
10,xlmr,top5,lug,0.9897922077675381
10,xlmr,top5,luo,0.9884263872273502
10,xlmr,top5,nya,0.9878489932577226
10,xlmr,worst5,pcm,0.9772254487719418
10,xlmr,worst5,bbj,0.9775729137052971
10,xlmr,worst5,bam,0.9785874036103446
10,xlmr,worst5,yor,0.9820393137618288
10,xlmr,worst5,fon,0.9821610155868312
12,xlmr,top5,kin,0.9992232980418521
12,xlmr,top5,luo,0.9991717800498284
12,xlmr,top5,lug,0.999152574738681
12,xlmr,top5,nya,0.9990864733528948
12,xlmr,top5,twi,0.9990759704619687
12,xlmr,worst5,pcm,0.9982785552825068
12,xlmr,worst5,bbj,0.9985203280942625
12,xlmr,worst5,fon,0.9985561257335149
12,xlmr,worst5,bam,0.998564052676809
12,xlmr,worst5,yor,0.9986992908687286
