,LOC,PER,ORG,DATE,Mean
sna,0.9843832850456238,0.9462974667549133,,,0.9803026616573334
lug,,0.9585424661636353,0.9818921685218811,,0.9793904146977833
hau,,0.9549780488014221,0.9788114428520203,,0.9762578649180276
ibo,0.9834297299385071,,0.9668869972229004,,0.9751583635807037
xho,0.9756762981414795,0.9432860612869263,,,0.9722059156213488
twi,0.9695101976394653,0.9588504433631897,0.976283073425293,,0.9721015680511043
fon,0.9719685912132263,0.9352705478668213,0.9707114696502686,,0.9692983616073176
nya,0.9749588966369629,,0.9626874327659607,,0.9688231647014618
wol,0.9716963768005371,,0.9640682935714722,,0.9678823351860046
zul,0.9657694697380066,,,,0.9657694697380066
mos,,0.9455065727233887,0.9680946469306946,,0.9656744961227689
bam,0.9783274531364441,,0.9526691436767578,,0.965498298406601
swa,0.9648202657699585,0.9573591947555542,,,0.9640208653041294
tsn,0.9606912732124329,,0.9612665772438049,,0.9609789252281189
bbj,0.9547239542007446,,0.9608412384986877,,0.9577825963497162
yor,0.9515389800071716,,0.960971474647522,,0.9562552273273468
ewe,,0.9523690938949585,0.953683614730835,,0.9535427732127053
luo,,0.9457764625549316,0.9534505009651184,,0.952628282564027
pcm,0.9412720799446106,0.9455916881561279,,,0.9417348951101303
kin,0.9046444892883301,,0.9598332643508911,,0.9322388768196106
