,DATE,PER,LOC,ORG
bam,,0.9991169571876526,0.9977558851242065,0.9967730045318604
bbj,,0.9989359974861145,0.9963507652282715,0.9988101124763489
ewe,,0.9988323450088501,0.9980224370956421,0.9993410110473633
fon,,0.9986543655395508,0.9972335696220398,0.9987399578094482
hau,,0.9989495873451233,0.9962504506111145,0.9977473616600037
ibo,,0.9991989135742188,0.996968686580658,0.9992589950561523
kin,,0.9987891316413879,0.9989606738090515,0.9992960691452026
lug,,0.9986515641212463,0.9989795088768005,0.9971084594726562
luo,,0.9988011121749878,0.998812735080719,0.998811662197113
mos,,0.9987824559211731,0.997508704662323,0.9991968870162964
nya,,0.9979857802391052,0.997362494468689,0.9992300271987915
pcm,,0.998801589012146,0.9982078671455383,0.9978315234184265
sna,,0.9983382225036621,0.9978035688400269,0.998729944229126
swa,,0.9990212917327881,0.9987297654151917,0.9980687499046326
tsn,,0.9987574815750122,0.9980905652046204,0.9987085461616516
twi,,0.999092161655426,0.9987131953239441,0.9995114803314209
wol,,0.9991296529769897,0.9965919852256775,0.9990334510803223
xho,,0.9976739287376404,0.9975297451019287,0.9988002181053162
yor,,0.9984988570213318,0.9967097043991089,0.9991693496704102
zul,,0.9985288381576538,0.9980387091636658,0.9991282820701599
