,LOC,PER,DATE,ORG
bam,0.8710604906082153,0.9255037903785706,0.9047649502754211,0.8150362372398376
bbj,0.7137318253517151,0.9179826378822327,0.8135702013969421,0.8969466686248779
ewe,0.884672224521637,0.9132259488105774,0.7390428185462952,0.9376808404922485
fon,0.8320825695991516,0.9149702191352844,0.8646504878997803,0.9296190142631531
hau,0.8150389194488525,0.9276816844940186,0.9135339856147766,0.9502922892570496
ibo,0.8342097997665405,0.9299652576446533,0.9471727013587952,0.9415393471717834
kin,0.9216534495353699,0.9418373107910156,0.9541414976119995,0.9422375559806824
lug,0.9297186136245728,0.9171208739280701,0.9203799366950989,0.9479684233665466
luo,0.9189915657043457,0.9072410464286804,0.9321320652961731,0.9340961575508118
mos,0.8458890914916992,0.9203577637672424,0.8121578097343445,0.9254626035690308
nya,0.8357636332511902,0.939717710018158,0.9265831708908081,0.9335833787918091
pcm,0.8698186278343201,0.9296190738677979,0.7192336320877075,0.8671073913574219
sna,0.8218410015106201,0.9261550903320312,0.950749933719635,0.9356549382209778
swa,0.9074299335479736,0.8929086923599243,0.8616805076599121,0.8660501837730408
tsn,0.8840909004211426,0.9266639947891235,0.9357886910438538,0.9272179007530212
twi,0.9192349314689636,0.9387386441230774,0.8942789435386658,0.9575457572937012
wol,0.81844162940979,0.9257063865661621,0.9147724509239197,0.9290292263031006
xho,0.7964314818382263,0.8812539577484131,0.911942720413208,0.926453173160553
yor,0.7317389845848083,0.8517305850982666,0.8692004680633545,0.8981905579566956
zul,0.8662601709365845,0.8963620662689209,0.9338970184326172,0.9421432018280029
