,PER,ORG,LOC,DATE
bam,0.9844475984573364,0.9690403938293457,0.9684809446334839,
bbj,0.979223906993866,0.980773389339447,0.9457980990409851,
ewe,0.9828259944915771,0.9879310727119446,0.9731975197792053,
fon,0.9845483899116516,0.9856137633323669,0.9550508856773376,
hau,0.9847827553749084,0.9812424182891846,0.956139862537384,
ibo,0.9852482080459595,0.9881009459495544,0.9595997333526611,
kin,0.9821907877922058,0.9919589161872864,0.9812825322151184,
lug,0.9880359172821045,0.9775481224060059,0.9837995171546936,
luo,0.975408673286438,0.9846523404121399,0.9844762086868286,
mos,0.9860430359840393,0.9872323870658875,0.9662277698516846,
nya,0.9888570308685303,0.9895985722541809,0.9672350287437439,
pcm,0.9843918085098267,0.9650360941886902,0.9789577126502991,
sna,0.9846002459526062,0.9900586009025574,0.9674995541572571,
swa,0.9798867702484131,0.97978276014328,0.984824001789093,
tsn,0.9840859174728394,0.9836130738258362,0.972945511341095,
twi,0.9884512424468994,0.9933538436889648,0.9818095564842224,
wol,0.9876940250396729,0.9867463111877441,0.9538912177085876,
xho,0.9703899621963501,0.981057345867157,0.9601550102233887,
yor,0.9796484708786011,0.987452507019043,0.9508875012397766,
zul,0.9841189980506897,0.9890002012252808,0.9720174670219421,
