,PER,ORG,LOC,DATE
bam,0.98416668176651,0.9671217799186707,0.9447979927062988,0.9655057787895203
bbj,0.9828076958656311,0.9791257381439209,0.9217385649681091,0.9523715376853943
ewe,0.9824057221412659,0.9849668145179749,0.9592081904411316,0.9541668891906738
fon,0.9806993007659912,0.9802895784378052,0.90824294090271,0.9455415606498718
hau,0.9818099141120911,0.9684998989105225,0.9260656237602234,0.949838399887085
ibo,0.9831470847129822,0.9816152453422546,0.9540543556213379,0.9823771715164185
kin,0.9820980429649353,0.9887020587921143,0.9756947159767151,0.9802126288414001
lug,0.9950642585754395,0.9548985958099365,0.973273515701294,0.9490214586257935
luo,0.9831893444061279,0.9812375903129578,0.9672342538833618,0.9728222489356995
mos,0.9846397042274475,0.9813380241394043,0.9396152496337891,0.923757791519165
nya,0.9850834608078003,0.9869472980499268,0.9570945501327515,0.9685622453689575
pcm,0.9869059920310974,0.9665682315826416,0.9632251858711243,0.9175683856010437
sna,0.9825657606124878,0.9807167649269104,0.9482466578483582,0.9813987016677856
swa,0.9834069013595581,0.9692010879516602,0.9785758256912231,0.918151319026947
tsn,0.9831739068031311,0.9793004393577576,0.9518713355064392,0.9782611131668091
twi,0.9858406782150269,0.9874180555343628,0.9694923162460327,0.9702538847923279
wol,0.9842455387115479,0.9833833575248718,0.9369306564331055,0.9774043560028076
xho,0.9770203232765198,0.9794865250587463,0.9298722147941589,0.9797003269195557
yor,0.969744086265564,0.9777106046676636,0.9149804711341858,0.9618479609489441
zul,0.9783238768577576,0.9869627952575684,0.9483351707458496,0.9784268140792847
