,LOC,DATE,PER,ORG
bam,0.9742395877838135,,0.9850988388061523,0.9695459008216858
bbj,0.9522663950920105,,0.9792895913124084,0.9795213341712952
ewe,0.9775329232215881,,0.984300971031189,0.989786684513092
fon,0.9627149105072021,,0.983742892742157,0.9834368824958801
hau,0.964044988155365,,0.9873368144035339,0.9815951585769653
ibo,0.9674108028411865,,0.987541675567627,0.9893580079078674
kin,0.9847140908241272,,0.9831275939941406,0.9930765628814697
lug,0.987351655960083,,0.9893901348114014,0.9811207056045532
luo,0.9877629280090332,,0.9795998334884644,0.9864817261695862
mos,0.9718725681304932,,0.9876264929771423,0.98895263671875
nya,0.9744659066200256,,0.990249752998352,0.9916767477989197
pcm,0.9823549389839172,,0.9867199063301086,0.9715031981468201
sna,0.9746017456054688,,0.9875379204750061,0.991091787815094
swa,0.9850397706031799,,0.9829909801483154,0.9836056232452393
tsn,0.9778823256492615,,0.9848170280456543,0.9866722822189331
twi,0.9830768704414368,,0.989225447177887,0.9934414625167847
wol,0.9628303647041321,,0.9881234169006348,0.9884783625602722
xho,0.9673771262168884,,0.9718506336212158,0.9850523471832275
yor,0.9597058296203613,,0.978962779045105,0.9889975786209106
zul,0.9796282052993774,,0.9808577299118042,0.9902182221412659
