,PER,ORG,DATE,LOC
bam,0.9706404805183411,0.960469126701355,,0.9541289210319519
bbj,0.9706804752349854,0.9708727598190308,,0.9208273887634277
ewe,0.9610390663146973,0.9612886905670166,,0.95701664686203
fon,0.9680284857749939,0.973961591720581,,0.9383673667907715
hau,0.9621009826660156,0.9649142026901245,,0.9219551682472229
ibo,0.9747320413589478,0.9717727303504944,,0.9281789660453796
kin,0.9714850783348083,0.9542809724807739,,0.9470465779304504
lug,0.9727064967155457,0.9545016288757324,,0.9516777992248535
luo,0.9383620619773865,0.9538895487785339,,0.9573696255683899
mos,0.9683173298835754,0.9739898443222046,,0.9480037093162537
nya,0.978251576423645,0.9651376008987427,,0.9465381503105164
pcm,0.9731625318527222,0.9213869571685791,,0.9481865763664246
sna,0.9691189527511597,0.9680811166763306,,0.9482177495956421
swa,0.9614395499229431,0.926398754119873,,0.936721682548523
tsn,0.9723008275032043,0.9708534479141235,,0.9412182569503784
twi,0.9787997007369995,0.9804872274398804,,0.9624082446098328
wol,0.9754148125648499,0.9633122682571411,,0.9350969195365906
xho,0.954491138458252,0.965813159942627,,0.9436076879501343
yor,0.9466888308525085,0.9668554067611694,,0.9008777141571045
zul,0.9696040153503418,0.9768694043159485,,0.9400506615638733
