,ORG,LOC,DATE,PER,Mean
twi,0.9916073083877563,0.9886335134506226,,0.995109498500824,0.9917834401130676
sna,0.9924573302268982,0.9882651567459106,,0.9915448427200317,0.9907557765642802
mos,0.9839999675750732,0.9910413026809692,,0.9939374923706055,0.989659587542216
lug,0.9910033941268921,0.9829540252685547,,0.9940025210380554,0.9893199801445007
hau,0.9882290959358215,0.9843111038208008,,0.9904785752296448,0.9876729249954224
bam,0.984051525592804,0.9856393337249756,,0.9916067123413086,0.9870991905530294
ibo,0.9824994802474976,0.9842615723609924,,0.9940211176872253,0.9869273900985718
ewe,0.9820861220359802,0.9863152503967285,,0.989000141620636,0.9858005046844482
nya,0.9846193790435791,0.9817116856575012,,0.9909322261810303,0.9857544302940369
kin,0.9774839878082275,0.9832576513290405,,0.9964799880981445,0.9857405424118042
luo,0.9784192442893982,0.9851377606391907,,0.9933747053146362,0.9856439034144083
wol,0.9821662306785583,0.9849401712417603,,0.9892916679382324,0.9854660232861837
zul,0.9867337346076965,0.9747622609138489,,0.991712749004364,0.9844029148419698
xho,0.9862062931060791,0.9848097562789917,,0.9801800847053528,0.9837320446968079
pcm,0.9768722057342529,0.982750654220581,,0.99128657579422,0.983636478583018
tsn,0.9797641038894653,0.9779502153396606,,0.990498423576355,0.9827375809351603
swa,0.973624587059021,0.9852541089057922,,0.989313006401062,0.9827305674552917
fon,0.9840453267097473,0.9821782112121582,,0.981140673160553,0.9824547370274862
yor,0.9818131923675537,0.9582429528236389,,0.9768637418746948,0.9723066290219625
bbj,0.9776124358177185,0.952724814414978,,0.984383761882782,0.9715736707051595
