,ORG,DATE,LOC,PER,Mean
ewe,0.9869558215141296,,0.9838899970054626,0.9253966212272644,0.9840160431340337
kin,0.9877054691314697,,0.9804013967514038,0.9058211445808411,0.9822198636829853
twi,0.9930083751678467,,0.9733716249465942,0.9282277226448059,0.981901821680367
ibo,0.9881404638290405,,0.9786876440048218,0.9173158407211304,0.9818648770451546
mos,0.9852827191352844,,0.9788706302642822,0.9129663705825806,0.9804569019470364
luo,0.9826037883758545,,0.9799862504005432,0.9283515214920044,0.9800541561562568
sna,0.9829391837120056,,0.9795998334884644,0.9171330332756042,0.979766309959814
zul,0.9824237823486328,,0.9796082377433777,0.9115265011787415,0.9793873496819288
nya,0.9866593480110168,,0.9735495448112488,0.9092956781387329,0.9784448659047484
tsn,0.9799787402153015,,0.9784762859344482,0.9231774210929871,0.9779138390440494
yor,0.9861193895339966,,0.9703076481819153,0.9193009734153748,0.9768327560741454
xho,0.9783990383148193,,0.9775132536888123,0.918547511100769,0.9765637561213225
swa,0.9807842373847961,,0.9745650887489319,0.9239880442619324,0.9764163829386234
fon,0.9813570976257324,,0.9734300374984741,0.92107093334198,0.9760735058225691
wol,0.9820360541343689,,0.9723756313323975,0.9171144366264343,0.9757974504027516
bbj,0.98114413022995,,0.9725949764251709,0.9208500981330872,0.97555659734644
lug,0.974088728427887,,0.9677831530570984,0.9111136198043823,0.9695338550955057
pcm,0.9713615775108337,,0.967657744884491,0.9294719696044922,0.9685712778009474
bam,0.9565075635910034,,0.97854083776474,0.913902223110199,0.9662674355786294
hau,0.9811450839042664,,0.949425458908081,0.9250991344451904,0.9643434088211507
