,LOC,DATE,ORG,PER,Mean
mos,0.9998693466186523,,0.9998596906661987,0.9998822212219238,0.9998704195022583
twi,0.9998582005500793,,0.9998699426651001,0.9998518228530884,0.9998599886894226
ibo,0.9998617768287659,,0.9998635649681091,0.9998102784156799,0.9998452067375183
sna,0.9998412728309631,,0.9998432397842407,0.9998452067375183,0.9998432397842407
zul,0.999847948551178,,0.999872624874115,0.9997596740722656,0.9998267491658529
yor,0.999850869178772,,0.9998676776885986,0.9997247457504272,0.9998144308725992
kin,0.9998721480369568,,0.9998176693916321,0.9997504353523254,0.9998134175936381
ewe,0.9998884201049805,,0.9998748302459717,0.9996673464775085,0.9998101989428202
bam,0.9998521208763123,,0.9998374581336975,0.9997302889823914,0.9998066226641337
nya,0.9998521208763123,,0.999838650226593,0.9997247457504272,0.9998051722844442
xho,0.9998367428779602,,0.9998785257339478,0.9996647834777832,0.9997933506965637
luo,0.9998787045478821,,0.9996166229248047,0.9998772740364075,0.9997908671696981
fon,0.9998592734336853,,0.9998287558555603,0.9996824264526367,0.9997901519139608
lug,0.9997919201850891,,0.9999651908874512,0.9995213150978088,0.9997594753901163
bbj,0.9997917413711548,,0.9997899532318115,0.9996473789215088,0.9997430245081583
hau,0.9997801184654236,,0.9997527003288269,0.9996868371963501,0.9997398853302002
wol,0.999809205532074,,0.9995022416114807,0.999841570854187,0.9997176726659139
tsn,0.9998101592063904,,0.9993025064468384,0.9997838139533997,0.9996321598688761
swa,0.9997135400772095,,0.9989985227584839,0.9995863437652588,0.9994328022003174
pcm,0.9996915459632874,,0.9991961717605591,0.9993101954460144,0.9993993043899536
