,LOC,DATE,ORG,PER,Mean
lug,0.9232129454612732,,0.9564143419265747,0.9683951139450073,0.949340800444285
kin,0.9100174903869629,,0.8551509380340576,0.884593665599823,0.8832540313402811
luo,0.8555976152420044,,0.8417686820030212,0.8768696784973145,0.85807865858078
nya,0.8492797613143921,,0.8188818097114563,0.8863699436187744,0.8515105048815409
ibo,0.8485047817230225,,0.8301681280136108,0.8659681677818298,0.8482136925061544
tsn,0.8380879163742065,,0.82262122631073,0.8617844581604004,0.8408312002817789
zul,0.8541383147239685,,0.811393141746521,0.8433271646499634,0.836286207040151
twi,0.8355528116226196,,0.8142842054367065,0.850218653678894,0.8333518902460734
pcm,0.839969277381897,,0.7869409918785095,0.872672975063324,0.8331944147745768
wol,0.8208277821540833,,0.81025630235672,0.8534369468688965,0.8281736771265665
xho,0.8384091258049011,,0.8121330142021179,0.8179172277450562,0.8228197892506918
swa,0.8039622902870178,,0.7917729020118713,0.8639280796051025,0.8198877573013306
ewe,0.8234264254570007,,0.8057659864425659,0.8209458589553833,0.81671275695165
sna,0.8097413182258606,,0.784191906452179,0.8223856687545776,0.8054396311442057
bam,0.7850357890129089,,0.7757825255393982,0.831655740737915,0.7974913517634074
hau,0.792902946472168,,0.7600821256637573,0.8364162445068359,0.796467105547587
mos,0.7895068526268005,,0.7550825476646423,0.8199232816696167,0.7881708939870199
fon,0.7856056094169617,,0.703088641166687,0.7834441661834717,0.7573794722557068
bbj,0.6493029594421387,,0.6804927587509155,0.7386949062347412,0.6894968748092651
yor,0.7083233594894409,,0.6533610224723816,,0.6808421909809113
