,DATE,ORG,LOC,PER,Mean
kin,,0.9624518156051636,0.9577676653862,0.9656708836555481,0.9619634548823038
twi,,0.9744487404823303,0.9524335265159607,0.9581472277641296,0.9616764982541403
lug,,0.9672650098800659,0.9556276798248291,0.9412320256233215,0.9547082384427389
luo,,0.953395426273346,0.9511260986328125,0.9442527890205383,0.9495914379755656
nya,,0.9596970081329346,0.9114850163459778,0.9625078439712524,0.9445632894833883
tsn,,0.9529551863670349,0.923822283744812,0.9498615860939026,0.9422130187352499
hau,,0.9599238038063049,0.9062358736991882,0.9596450924873352,0.9419349233309428
ibo,,0.9551169276237488,0.9173561334609985,0.9527972936630249,0.9417567849159241
mos,,0.9452102780342102,0.9198420643806458,0.9470221400260925,0.9373581608136495
wol,,0.948806881904602,0.9047265648841858,0.9540547728538513,0.9358627398808798
ewe,,0.9504990577697754,0.9193575978279114,0.9347756505012512,0.9348774353663126
zul,,0.9603651762008667,0.9195516109466553,0.924678385257721,0.9348650574684143
sna,,0.9528316259384155,0.8905810117721558,0.95609050989151,0.9331677158673605
pcm,,0.9199392795562744,0.9213390350341797,0.9476166367530823,0.9296316504478455
fon,,0.9423139691352844,0.9080878496170044,0.9322600960731506,0.9275539716084799
swa,,0.9137090444564819,0.9231282472610474,0.9197107553482056,0.9188493490219116
xho,,0.9472043514251709,0.8890442848205566,0.8940766453742981,0.9101084272066752
bam,,0.8426724672317505,0.9317277669906616,0.9491801857948303,0.9078601400057474
bbj,,0.9260169267654419,0.8441197872161865,0.9397686719894409,0.9033017953236898
yor,,0.9312455654144287,0.8496108055114746,0.8994103074073792,0.8934222261110941
