,ORG,LOC,PER,DATE,Mean
lug,0.8569623827934265,0.8852301239967346,0.9744952917098999,0.8317577838897705,0.8871113955974579
kin,0.8983049988746643,0.8734887838363647,0.8854285478591919,0.8813207149505615,0.8846357613801956
nya,0.9030866622924805,0.8219004273414612,0.9011464715003967,0.8511666059494019,0.8693250417709351
twi,0.9010438919067383,0.8528733849525452,0.8999388813972473,0.7826728820800781,0.8591322600841522
luo,0.852821409702301,0.8525845408439636,0.8831527829170227,0.8385305404663086,0.856772318482399
sna,0.8855906128883362,0.7419207692146301,0.8945382833480835,0.9023801684379578,0.8561074584722519
ibo,0.8763108253479004,0.7356874346733093,0.8653092980384827,0.8974706530570984,0.8436945527791977
tsn,0.829971194267273,0.7878004312515259,0.8572017550468445,0.8632931113243103,0.8345666229724884
zul,0.8826512694358826,0.7565213441848755,0.8148763179779053,0.8615792989730835,0.8289070576429367
swa,0.8196601867675781,0.8882989287376404,0.8440535068511963,0.7427148222923279,0.8236818611621857
wol,0.86189204454422,0.6862621903419495,0.8625911474227905,0.8416101336479187,0.8130888789892197
hau,0.8738067746162415,0.648931622505188,0.8748695254325867,0.8466242551803589,0.8110580444335938
xho,0.8412490487098694,0.6204590201377869,0.8456547856330872,0.9070454239845276,0.8036020696163177
fon,0.8156371712684631,0.6595414876937866,0.861228346824646,0.7303109169006348,0.7666794806718826
bam,0.7059875130653381,0.7503008246421814,0.8374993205070496,0.7726428508758545,0.7666076272726059
mos,0.82213294506073,0.7225385308265686,0.8668206334114075,0.6456735134124756,0.7642914056777954
ewe,0.8381670713424683,0.7752034068107605,0.8767977952957153,0.527797281742096,0.75449138879776
pcm,0.7837104797363281,0.8083649277687073,0.8704361915588379,0.5282896757125854,0.7477003186941147
bbj,0.7449288964271545,0.513203501701355,0.8736667037010193,0.6562213897705078,0.6970051229000092
yor,0.7819002866744995,0.5242546796798706,0.7131099104881287,0.7081178426742554,0.6818456798791885
