,DATE,LOC,PER,ORG
bam,0.9787059426307678,0.9662259817123413,0.9862781763076782,0.9609525799751282
bbj,0.9720863699913025,0.9445428848266602,0.9880940914154053,0.9891247749328613
ewe,0.9691815376281738,0.9706595540046692,0.9853652119636536,0.9918535351753235
fon,0.9683716297149658,0.9606257081031799,0.9846878051757812,0.987720787525177
hau,0.957516074180603,0.9391732811927795,0.9844260215759277,0.977311909198761
ibo,0.9918627142906189,0.954131007194519,0.9922932386398315,0.988233208656311
kin,0.9908651113510132,0.9804171919822693,0.9837988018989563,0.9899189472198486
lug,0.9757923483848572,0.9818501472473145,0.9791494607925415,0.9745452404022217
luo,0.9846123456954956,0.9786161184310913,0.9823993444442749,0.986423909664154
mos,0.9641068577766418,0.9611834287643433,0.9847337007522583,0.9888972640037537
nya,0.9778192043304443,0.9594222903251648,0.9909406900405884,0.985893189907074
pcm,0.9349862933158875,0.973004937171936,0.9838019609451294,0.9683960676193237
sna,0.982368528842926,0.960017204284668,0.9749831557273865,0.9752413630485535
swa,0.9429123997688293,0.9844081401824951,0.981752336025238,0.9635767340660095
tsn,0.9877469539642334,0.9737697839736938,0.9830121994018555,0.9857453107833862
twi,0.9854099750518799,0.9792497754096985,0.9878417253494263,0.9934544563293457
wol,0.9829033017158508,0.9459319710731506,0.9884223937988281,0.9875321984291077
xho,0.9789734482765198,0.9572975039482117,0.9754737615585327,0.9834015369415283
yor,0.9792117476463318,0.9515950083732605,0.9819996953010559,0.9789804816246033
zul,0.9849048852920532,0.9673121571540833,0.9849732518196106,0.9878566861152649
