,LOC,DATE,ORG,PER,Mean
luo,0.9941727519035339,0.9859963059425354,0.9928613305091858,0.9932862520217896,0.9915791600942612
twi,0.9960690140724182,0.9772939085960388,0.9956133365631104,0.9956454634666443,0.9911554306745529
tsn,0.9912493824958801,0.9885299205780029,0.9885219931602478,0.9944957494735718,0.9906992614269257
kin,0.9946362376213074,0.9760465025901794,0.9938698410987854,0.9933468103408813,0.9894748479127884
sna,0.9754767417907715,0.9897846579551697,0.9894174933433533,0.9961738586425781,0.9877131879329681
zul,0.9831493496894836,0.9861253499984741,0.9920019507408142,0.9860837459564209,0.9868400990962982
nya,0.9851350784301758,0.9748638868331909,0.9921228885650635,0.9949555993080139,0.986769363284111
ibo,0.9676228165626526,0.9905757904052734,0.9938091039657593,0.9948008060455322,0.9867021292448044
swa,0.9968007802963257,0.9690815806388855,0.9848142862319946,0.9950753450393677,0.9864429980516434
hau,0.9651738405227661,0.992551326751709,0.9879182577133179,0.9933692812919617,0.9847531765699387
xho,0.9704277515411377,0.9925569891929626,0.9869713187217712,0.988369882106781,0.9845814853906631
lug,0.995943009853363,0.9452570676803589,0.9913030862808228,0.9988549947738647,0.9828395396471024
bam,0.9804986119270325,0.9687855839729309,0.9879875183105469,0.9919862747192383,0.9823144972324371
wol,0.9696193933486938,0.9678831100463867,0.9904237389564514,0.9932437539100647,0.9802924990653992
ewe,0.9905965924263,0.9380082488059998,0.992449939250946,0.9903327226638794,0.9778468757867813
pcm,0.9948013424873352,0.9297183156013489,0.9884178638458252,0.9967151284217834,0.9774131625890732
fon,0.956166684627533,0.9701558947563171,0.9910070896148682,0.9836887121200562,0.9752545952796936
mos,0.9661625027656555,0.9410465955734253,0.9912078976631165,0.9921799898147583,0.9726492464542389
bbj,0.947716474533081,0.9472057223320007,0.981231153011322,0.9912347793579102,0.9668470323085785
yor,0.9434452056884766,0.9614898562431335,0.9901225566864014,0.966377854347229,0.9653588682413101
