,PER,ORG,LOC,DATE
bam,0.8038424253463745,0.6687568426132202,0.7117158770561218,0.7607835531234741
bbj,0.8455117344856262,0.7185235023498535,0.4631429612636566,0.6378452777862549
ewe,0.863422691822052,0.8139116168022156,0.7920013070106506,0.5268827080726624
fon,0.8480165600776672,0.7932853698730469,0.6109519004821777,0.7076553702354431
hau,0.8601426482200623,0.8513044714927673,0.6080943942070007,0.8534978628158569
ibo,0.8440900444984436,0.8610872030258179,0.7048820853233337,0.8943828344345093
kin,0.863357663154602,0.8824638724327087,0.8857942819595337,0.8781638145446777
lug,0.9680745005607605,0.8306396007537842,0.871730625629425,0.785354733467102
luo,0.8657017350196838,0.8327938318252563,0.8324069976806641,0.8291232585906982
mos,0.8419873118400574,0.786239743232727,0.6839870810508728,0.5660284757614136
nya,0.8840422630310059,0.8864433765411377,0.7943814992904663,0.8472198843955994
pcm,0.8645350337028503,0.7662433385848999,0.8001686930656433,0.5294947624206543
sna,0.8764840364456177,0.8659159541130066,0.7182187438011169,0.8885284662246704
swa,0.83442622423172,0.7980388402938843,0.8808144927024841,0.7453267574310303
tsn,0.8351741433143616,0.8165298700332642,0.7722470164299011,0.8612343072891235
twi,0.8820212483406067,0.8821271657943726,0.8281933665275574,0.7657628655433655
wol,0.8490921258926392,0.8414514064788818,0.6509259939193726,0.8412503004074097
xho,0.8287695646286011,0.8434861302375793,0.5872195363044739,0.8946667909622192
yor,0.6700968146324158,0.7557421922683716,0.48150932788848877,0.6865086555480957
zul,0.78264981508255,0.8851035237312317,0.7231607437133789,0.8549565076828003
