,DATE,LOC,ORG,PER
bam,,0.9978417754173279,0.9962584376335144,0.9899002313613892
bbj,,0.9978821873664856,0.9980923533439636,0.9914466142654419
ewe,,0.9987361431121826,0.9988194108009338,0.9917645454406738
fon,,0.9977408051490784,0.9979564547538757,0.9914746284484863
hau,,0.9963537454605103,0.9976571798324585,0.991687536239624
ibo,,0.9982661604881287,0.9988744854927063,0.9898282289505005
kin,,0.9985020160675049,0.9985894560813904,0.9895442128181458
lug,,0.9976716637611389,0.9966406226158142,0.9888841509819031
luo,,0.9986652731895447,0.9979028701782227,0.9916885495185852
mos,,0.9980320930480957,0.9987537264823914,0.9905238151550293
nya,,0.9977121353149414,0.9986286163330078,0.9887105226516724
pcm,,0.9974246621131897,0.9972605109214783,0.9915217161178589
sna,,0.9986119866371155,0.9979921579360962,0.9913513660430908
swa,,0.9978229999542236,0.9977920055389404,0.9913544654846191
tsn,,0.9983519911766052,0.9977989196777344,0.9912667870521545
twi,,0.9980866312980652,0.999207079410553,0.9915579557418823
wol,,0.9977742433547974,0.9982559084892273,0.9908258318901062
xho,,0.9983969926834106,0.9981245398521423,0.991101861000061
yor,,0.9975042939186096,0.9985459446907043,0.9910373687744141
zul,,0.9985772967338562,0.9983356595039368,0.9899994730949402
