,DATE,LOC,ORG,PER
bam,,0.97854083776474,0.9565075635910034,0.913902223110199
bbj,,0.9725949764251709,0.98114413022995,0.9208500981330872
ewe,,0.9838899970054626,0.9869558215141296,0.9253966212272644
fon,,0.9734300374984741,0.9813570976257324,0.92107093334198
hau,,0.949425458908081,0.9811450839042664,0.9250991344451904
ibo,,0.9786876440048218,0.9881404638290405,0.9173158407211304
kin,,0.9804013967514038,0.9877054691314697,0.9058211445808411
lug,,0.9677831530570984,0.974088728427887,0.9111136198043823
luo,,0.9799862504005432,0.9826037883758545,0.9283515214920044
mos,,0.9788706302642822,0.9852827191352844,0.9129663705825806
nya,,0.9735495448112488,0.9866593480110168,0.9092956781387329
pcm,,0.967657744884491,0.9713615775108337,0.9294719696044922
sna,,0.9795998334884644,0.9829391837120056,0.9171330332756042
swa,,0.9745650887489319,0.9807842373847961,0.9239880442619324
tsn,,0.9784762859344482,0.9799787402153015,0.9231774210929871
twi,,0.9733716249465942,0.9930083751678467,0.9282277226448059
wol,,0.9723756313323975,0.9820360541343689,0.9171144366264343
xho,,0.9775132536888123,0.9783990383148193,0.918547511100769
yor,,0.9703076481819153,0.9861193895339966,0.9193009734153748
zul,,0.9796082377433777,0.9824237823486328,0.9115265011787415
