,LOC,DATE,PER,ORG
bam,0.9795674681663513,,0.949878990650177,0.9626855254173279
bbj,0.9413434863090515,,0.9733225703239441,0.9753730297088623
ewe,0.9745277762413025,,0.9634039402008057,0.974933922290802
fon,0.965505838394165,,0.9621811509132385,0.9818106889724731
hau,0.9722995758056641,,0.9676536321640015,0.9760881662368774
ibo,0.9710032939910889,,,0.9833710193634033
kin,0.9787245392799377,,0.9605465531349182,0.9724672436714172
lug,,,0.9567722678184509,0.9818914532661438
luo,,,0.9738770127296448,0.9691973328590393
mos,0.9722515344619751,,0.9613479375839233,0.975609540939331
nya,0.9621663093566895,,0.9651448726654053,0.9802429676055908
pcm,0.9846940040588379,,0.9679318070411682,0.9700431823730469
sna,0.9797660708427429,,0.9689653515815735,0.9720243811607361
swa,0.9727423787117004,,0.9682673811912537,0.9675106406211853
tsn,0.9725092053413391,,,0.9767259359359741
twi,0.9724465012550354,,0.973636269569397,0.9867234230041504
wol,0.9735381007194519,,0.9742623567581177,0.9688093662261963
xho,0.9707631468772888,,0.9602829813957214,0.9759055376052856
yor,0.9185529947280884,,,0.9781569838523865
zul,0.969325602054596,,0.9665004014968872,0.9829314947128296
