,DATE,ORG,PER,LOC,Mean
kin,0.9551560878753662,0.942754864692688,0.770682156085968,0.8893697261810303,0.9230008132946796
lug,0.960774838924408,0.9075556993484497,0.7369799613952637,0.91171795129776,0.9193865656852722
luo,0.9246650338172913,0.9260305166244507,0.7812919616699219,0.9228521585464478,0.9190072898681347
twi,0.9185348153114319,0.941920816898346,0.8098267316818237,0.9032371640205383,0.9169461551385049
zul,0.941948413848877,0.9233083128929138,0.790476381778717,0.877094030380249,0.9093615137613736
tsn,0.9515846371650696,0.899126410484314,0.7885067462921143,0.8747700452804565,0.9038788148990045
ibo,0.9494585394859314,0.9268215894699097,0.8018183708190918,0.8440108299255371,0.9027272959550222
sna,0.9588137865066528,0.8963326215744019,0.7896631956100464,0.8435097932815552,0.8953255720627613
nya,0.9165291786193848,0.9229965806007385,0.8065221309661865,0.8474438190460205,0.8922282801224635
swa,0.8894471526145935,0.8675950169563293,0.7798353433609009,0.8979388475418091,0.880949121255141
hau,0.8997116684913635,0.9204379320144653,0.7683712244033813,0.821662425994873,0.8762873632785602
fon,0.8644026517868042,0.921329915523529,0.7840905785560608,0.8497982025146484,0.8748787305293939
bam,0.9119382500648499,0.8420134782791138,0.77337247133255,0.8737562894821167,0.8719592033288418
wol,0.9406801462173462,0.8659829497337341,0.7927513718605042,0.7923168540000916,0.8634968315943693
xho,0.9032872319221497,0.9073007106781006,0.777816116809845,0.7892366051673889,0.8631931031361605
mos,0.8124525547027588,0.9045341610908508,0.7762806415557861,0.8434559106826782,0.8505116357253149
ewe,0.7316506505012512,0.9112133383750916,0.7730977535247803,0.8758398294448853,0.8370113938282697
pcm,0.7454624772071838,0.8426415324211121,0.7858136892318726,0.898133397102356,0.8270945671277169
bbj,0.834900975227356,0.8929370641708374,0.7972801923751831,0.7356659770011902,0.8202492434244889
yor,0.8489446043968201,0.8807210922241211,0.706898033618927,0.6470616459846497,0.7889599700768789
