,LOC,ORG,PER,DATE,Mean
ibo,0.9999988079071045,0.9999970197677612,0.9999986290931702,0.9999957084655762,0.999997541308403
wol,0.9999988675117493,0.9999964237213135,0.9999978542327881,0.9999933838844299,0.9999966323375702
mos,0.9999985098838806,0.9999976754188538,0.9999986886978149,0.9999909996986389,0.9999964684247971
yor,0.9999943375587463,0.9999977350234985,0.9999967813491821,0.9999951124191284,0.9999959915876389
xho,0.9999979734420776,0.9999967813491821,0.9999955892562866,0.9999934434890747,0.9999959468841553
bam,0.9999988675117493,0.999997079372406,0.9999976754188538,0.9999885559082031,0.999995544552803
fon,0.9999973773956299,0.9999971985816956,0.9999980330467224,0.9999895095825195,0.9999955296516418
lug,0.9999991059303284,0.9999958276748657,0.9999997019767761,0.9999871850013733,0.9999954551458359
hau,0.9999987483024597,0.9999956488609314,0.9999985098838806,0.9999883770942688,0.9999953210353851
tsn,0.9999991059303284,0.9999958872795105,0.9999990463256836,0.9999868869781494,0.999995231628418
nya,0.9999992251396179,0.9999977350234985,0.9999997019767761,0.9999826550483704,0.9999948292970657
luo,0.9999969005584717,0.9999951124191284,0.9999986886978149,0.9999867081642151,0.9999943524599075
twi,0.9999989867210388,0.999997079372406,0.9999979138374329,0.9999829530715942,0.999994233250618
bbj,0.9999935626983643,0.9999959468841553,0.9999964237213135,0.9999909996986389,0.999994233250618
ewe,0.9999992251396179,0.9999984502792358,0.9999985694885254,0.999980092048645,0.999994084239006
kin,0.9999988079071045,0.9999980330467224,0.9999933838844299,0.9999858736991882,0.9999940246343613
zul,0.9999989867210388,0.9999918937683105,0.999994695186615,0.9999905228614807,0.9999940246343613
swa,0.9999983310699463,0.9999919533729553,0.9999975562095642,0.9999792575836182,0.999991774559021
pcm,0.9999986886978149,0.9999933242797852,0.9999958276748657,0.9999721646308899,0.9999900013208389
sna,0.9999940395355225,0.9999915957450867,0.9999940395355225,0.9999784231185913,0.9999895244836807
