,ORG,PER,LOC,DATE,Mean
twi,0.9833208918571472,0.9832254648208618,0.967934250831604,,0.9781602025032043
lug,0.9649425148963928,0.97938072681427,,,0.9721616208553314
sna,0.9743012189865112,0.9746721386909485,0.9657542705535889,,0.9715758760770162
mos,0.9774333834648132,0.9740027189254761,0.9631310105323792,,0.9715223709742228
nya,0.9664671421051025,0.9838629364967346,0.9620373845100403,,0.9707891543706259
fon,0.9787226915359497,0.974587082862854,0.9573017954826355,,0.9702038566271464
zul,0.9780564904212952,0.975394070148468,0.9552213549613953,,0.9695573051770529
tsn,0.9746129512786865,,0.9586893320083618,,0.9666511416435242
ewe,0.971381425857544,0.9718547463417053,0.9557691812515259,,0.966335117816925
wol,0.9647431969642639,0.9822802543640137,0.9513882994651794,,0.9661372502644857
bam,0.9660627245903015,0.9612820744514465,0.9699636101722717,,0.9657694697380066
bbj,0.9756252765655518,0.9767271876335144,0.9433659315109253,,0.9652394652366638
ibo,0.9774131774902344,,0.9500539302825928,,0.9637335538864136
kin,0.9599083662033081,0.9769574403762817,0.9529163241386414,,0.9632607102394104
xho,0.9632124304771423,0.9647780060768127,0.9595879912376404,,0.9625261425971985
hau,0.969459056854248,0.9735202789306641,0.9357030987739563,,0.9595608115196228
pcm,0.9419910311698914,0.9796317219734192,0.9564563632011414,,0.9593597054481506
luo,0.9527257084846497,0.957459568977356,,,0.9550926387310028
swa,0.941135823726654,0.9748550653457642,0.9371336102485657,,0.9510414997736613
yor,0.9695261716842651,,0.9280099272727966,,0.9487680494785309
