,LOC,PER,ORG,DATE,Mean
twi,0.9611653685569763,0.9796382784843445,0.9831261038780212,,0.9746432503064474
ewe,,0.9733660817146301,0.9735928177833557,,0.9734794497489929
lug,,0.9752807021141052,0.970593273639679,,0.9729369878768921
sna,0.9619578123092651,0.977390706539154,0.9735978245735168,,0.9709821144739786
mos,,0.9676579236984253,0.9739152789115906,,0.9707866013050079
nya,0.9595821499824524,0.9801947474479675,0.9719220399856567,,0.9705663124720255
kin,0.9643375277519226,0.9779052138328552,0.9646279811859131,,0.9689569075902303
tsn,0.9607613682746887,,0.9748122692108154,,0.9677868187427521
fon,0.9452461004257202,0.9753146171569824,0.9748213887214661,,0.9651273687680563
pcm,0.966986358165741,0.9812223315238953,0.9460744857788086,,0.9647610584894816
ibo,0.950999915599823,,0.9782243967056274,,0.9646121561527252
wol,0.9542086124420166,0.9733526706695557,0.9656921625137329,,0.9644178152084351
swa,0.962706983089447,0.9739582538604736,0.9539738297462463,,0.963546355565389
luo,,0.9698800444602966,0.9565394520759583,,0.9632097482681274
hau,0.9446961283683777,0.9729827046394348,0.9696004986763,,0.9624264438947042
zul,0.9501311779022217,0.973240852355957,,,0.9616860151290894
bam,0.9588801264762878,,0.9637688994407654,,0.9613245129585266
xho,0.9559028744697571,0.9622429609298706,,,0.9590729176998138
yor,0.9339358806610107,,0.9674022197723389,,0.9506690502166748
bbj,0.9248685836791992,,0.9714717864990234,,0.9481701850891113
