,ORG,LOC,PER,DATE
bam,0.9997209906578064,0.9997072219848633,0.9998300075531006,0.9996645450592041
bbj,0.999951183795929,0.9999268651008606,0.9999672174453735,0.9999382495880127
ewe,0.9998832941055298,0.9999206066131592,0.9998522996902466,0.9998214840888977
fon,0.9998005628585815,0.9997478723526001,0.9997531771659851,0.9997004866600037
hau,0.9999140501022339,0.9999282360076904,0.999932587146759,0.9997885823249817
ibo,0.9998456835746765,0.999900758266449,0.9999316334724426,0.9998763203620911
kin,0.9999627470970154,0.9999901652336121,0.9999884963035583,0.9999817609786987
lug,0.9999896287918091,0.9999912977218628,0.9999916553497314,0.9999806880950928
luo,0.9999581575393677,0.9999476075172424,0.9999110102653503,0.9999633431434631
mos,0.9999126195907593,0.999960720539093,0.9998965859413147,0.9997626543045044
nya,0.9999938011169434,0.999960720539093,0.9999513030052185,0.9999856352806091
pcm,0.9999659061431885,0.9999560713768005,0.9999720454216003,0.9999462366104126
sna,0.9999681115150452,0.9999933838844299,0.999967634677887,0.9999814629554749
swa,0.9999305009841919,0.9999057650566101,0.999936044216156,0.9999118447303772
tsn,0.9999579787254333,0.999968945980072,0.9999480843544006,0.9999779462814331
twi,0.9998946785926819,0.9999464750289917,0.9999611973762512,0.9998779892921448
wol,0.9999474287033081,0.9998573660850525,0.9999522566795349,0.9999017715454102
xho,0.9999659061431885,0.9999761581420898,0.9998593926429749,0.9999759793281555
yor,0.9999200105667114,0.999882161617279,0.9998728036880493,0.9998307824134827
zul,0.9999755024909973,0.9999430179595947,0.9999222159385681,0.9999218583106995
