,PER,DATE,ORG,LOC,Mean
lug,0.6749519109725952,0.9519215226173401,0.9080109596252441,0.8876346945762634,0.9065901942742176
kin,0.7137335538864136,0.9439938068389893,0.9346145987510681,0.8562290668487549,0.9040017624696096
luo,0.7312511801719666,0.9161639213562012,0.9083266258239746,0.8937121629714966,0.8993438627475348
twi,0.741031289100647,0.8870412111282349,0.9303499460220337,0.8694469332695007,0.8896672580486689
zul,0.7385086417198181,0.9218536019325256,0.9208387136459351,0.8443374037742615,0.8896316526791989
ibo,0.7481027841567993,0.9367587566375732,0.9201149940490723,0.8170506358146667,0.8858002309615796
tsn,0.7391242384910583,0.9366160035133362,0.8872862458229065,0.8388474583625793,0.881873274460817
sna,0.7396541237831116,0.9482577443122864,0.902478039264679,0.8107062578201294,0.8814745308497013
nya,0.767052948474884,0.8925027251243591,0.9224489331245422,0.8149207234382629,0.8724098511231251
xho,0.7324279546737671,0.8897877931594849,0.9051851034164429,0.7592449188232422,0.8468298621666737
swa,0.7342811822891235,0.8492156267166138,0.8479927182197571,0.8566287159919739,0.8467791034625127
hau,0.7288052439689636,0.863927960395813,0.9078208208084106,0.7780126929283142,0.84526221263103
fon,0.7232658863067627,0.8367903828620911,0.9065545797348022,0.8002119064331055,0.84306050493167
bam,0.716397225856781,0.8796259164810181,0.8279039859771729,0.8346693515777588,0.8423611926726806
wol,0.7407098412513733,0.9201686382293701,0.8582487106323242,0.7608248591423035,0.8423485221006931
mos,0.7393753528594971,0.7812977433204651,0.8877094984054565,0.8081308007240295,0.8223920143567599
ewe,0.7198013663291931,0.6930423378944397,0.8930752873420715,0.834273636341095,0.8034510979285607
yor,0.6688060760498047,0.8268334865570068,0.8717339038848877,0.6305884718894958,0.7722476254671048
bbj,0.7422066330909729,0.7877980470657349,0.868012547492981,0.6640601754188538,0.7720947326757969
pcm,0.6972228288650513,0.675422728061676,0.8022181987762451,0.826064944267273,0.7651835290285257
