,PER,ORG,LOC,DATE,Mean
kin,0.7487787008285522,0.9676917195320129,0.9556334614753723,0.968887448310852,0.9598494612313564
twi,0.7646148800849915,0.9736552238464355,0.9392086267471313,0.9524699449539185,0.9513760419452891
luo,0.7765913009643555,0.9617357850074768,0.9387620687484741,0.95058274269104,0.9469529655244615
sna,0.7598989605903625,0.9591394066810608,0.9182283282279968,0.9732046723365784,0.946459589830411
tsn,0.7504211664199829,0.94808030128479,0.9198582768440247,0.9708777666091919,0.9424319002363417
ibo,0.7580654621124268,0.9708250164985657,0.8987023234367371,0.9673295021057129,0.9419414280286802
nya,0.7581176161766052,0.9593266844749451,0.9240068793296814,0.9532437324523926,0.9418510958260181
zul,0.7430294156074524,0.9653748273849487,0.9065060019493103,0.9630154371261597,0.9410058926133549
ewe,0.7709723711013794,0.9546727538108826,0.9264766573905945,0.9199571013450623,0.9305113904616412
xho,0.7357452511787415,0.9517613649368286,0.8844110369682312,0.9651919603347778,0.9299049272256739
wol,0.7420253157615662,0.9447393417358398,0.8871514797210693,0.956100583076477,0.9256578181304184
lug,0.762414276599884,0.8941530585289001,0.9471939206123352,0.9338144659996033,0.9218648044891606
swa,0.7486640810966492,0.9311807155609131,0.9611853361129761,0.8659396171569824,0.9160867691819184
pcm,0.7712159156799316,0.9435145258903503,0.9278581142425537,0.8814398646354675,0.914733810362473
bam,0.7281783819198608,0.9076745510101318,0.9044577479362488,0.9395570755004883,0.9135229010987126
yor,0.7368909120559692,0.946300745010376,0.868084728717804,0.9283584356307983,0.9107703804190642
bbj,0.764968752861023,0.9492183923721313,0.8701027631759644,0.9156023263931274,0.908765231082642
fon,0.7521490454673767,0.9578577280044556,0.8497567176818848,0.8893868327140808,0.8961209872968836
mos,0.767493724822998,0.9531241655349731,0.8911104798316956,0.8449074029922485,0.8938534875321232
hau,0.7570360898971558,0.926001787185669,0.8057731986045837,0.8938712477684021,0.872898169592315
