,ORG,DATE,PER,LOC,Mean
kin,0.9999752640724182,0.9999394416809082,0.9998077750205994,0.9999473690986633,0.9999511573049757
luo,0.9999574422836304,0.9999397993087769,0.9998447299003601,0.9999404549598694,0.9999439151458491
twi,0.9999825954437256,0.9998912215232849,0.9998318552970886,0.9999434351921082,0.999936981528413
nya,0.9999698400497437,0.9999326467514038,0.9998860955238342,0.9996098279953003,0.9998383923293719
sna,0.9999169707298279,0.9999797940254211,0.9998891353607178,0.9995939135551453,0.9998313811869403
zul,0.9999804496765137,0.9999221563339233,0.999750018119812,0.9995521903038025,0.9998169272553687
tsn,0.9998493790626526,0.9999707341194153,0.9998970031738281,0.9996061325073242,0.9998104790456934
ibo,0.9999861717224121,0.9998780488967896,0.9998642206192017,0.9994092583656311,0.9997599124908447
ewe,0.9999313354492188,0.9998727440834045,0.9998800158500671,0.9994499087333679,0.9997538526852926
lug,0.9996830224990845,0.9997389316558838,0.9998915791511536,0.999702513217926,0.999711752327439
yor,0.9999588131904602,0.9998822212219238,0.9998726844787598,0.999271035194397,0.9997073302861132
wol,0.9999067187309265,0.9999063611030579,0.9998466372489929,0.9990694522857666,0.9996318073054544
xho,0.9999441504478455,0.9999328851699829,0.9998353123664856,0.9989873766899109,0.9996256637417413
swa,0.9998514652252197,0.9990028738975525,0.9998830556869507,0.9999356269836426,0.9996022710613176
mos,0.9998427033424377,0.9995882511138916,0.999783992767334,0.9992053508758545,0.9995501127118379
pcm,0.9996689558029175,0.9989798665046692,0.999833345413208,0.9998847842216492,0.9995175187104668
bbj,0.9999696612358093,0.9998629689216614,0.9998974800109863,0.99847811460495,0.9994459456088496
bam,0.9998146295547485,0.9998874068260193,0.9998236298561096,0.9985847473144531,0.9994366671524796
fon,0.9998621344566345,0.9993821978569031,0.9997678399085999,0.9989094138145447,0.99939209690281
hau,0.9998083710670471,0.9995534420013428,0.999767005443573,0.9982250332832336,0.9992068191758947
