,PER,ORG,DATE,LOC
bam,0.9029144048690796,0.9236922264099121,0.9504510164260864,0.9444323182106018
bbj,0.9107000231742859,0.9481464624404907,0.9261588454246521,0.8677040338516235
ewe,0.9034038782119751,0.9621626734733582,0.8359503149986267,0.9530203938484192
fon,0.8937548398971558,0.9602644443511963,0.9298567771911621,0.904086709022522
hau,0.909812331199646,0.9660318493843079,0.9716014266014099,0.9168769121170044
ibo,0.9100375175476074,0.9706090092658997,0.9833825826644897,0.9304403066635132
kin,0.9069194793701172,0.9738926887512207,0.9650923609733582,0.9713599681854248
lug,0.8849859237670898,0.966793954372406,0.9388164281845093,0.9733843803405762
luo,0.9058167338371277,0.9685821533203125,0.9729214906692505,0.9653583765029907
mos,0.898526668548584,0.9656779170036316,0.8958646655082703,0.9171075224876404
nya,0.9184374213218689,0.9645204544067383,0.9628295302391052,0.9224781394004822
pcm,0.9096508622169495,0.9378426671028137,0.842195987701416,0.9640359282493591
sna,0.9105724096298218,0.9530839920043945,0.9837353229522705,0.8967578411102295
swa,0.9033305644989014,0.947234570980072,0.9372307658195496,0.9784601926803589
tsn,0.9105443954467773,0.9440632462501526,0.9729746580123901,0.9508616924285889
twi,0.9190956950187683,0.9800616502761841,0.9584769010543823,0.96983802318573
wol,0.9168655872344971,0.947468638420105,0.9580803513526917,0.9160876274108887
xho,0.9064589738845825,0.950078547000885,0.9824674129486084,0.8816345930099487
yor,0.8554747700691223,0.9478054046630859,0.918941855430603,0.8443965911865234
zul,0.8987388014793396,0.9638572931289673,0.9769482016563416,0.9271630048751831
