,ORG,LOC,DATE,PER
bam,0.9996947050094604,0.999931812286377,,
bbj,0.9998893737792969,0.9998541474342346,,0.9999111890792847
ewe,0.9999417662620544,,,0.9999718070030212
fon,0.9999457001686096,0.9999071955680847,,0.9999696612358093
hau,0.999963641166687,0.9999694228172302,,0.9999722838401794
ibo,0.99996018409729,0.9999783635139465,,
kin,0.9998688101768494,0.9999872446060181,,0.9999615550041199
lug,0.9999879002571106,,,0.9999338388442993
luo,0.999708354473114,,,0.9999737739562988
mos,0.9999514222145081,0.9998841881752014,,0.9999526143074036
nya,0.9999774694442749,0.9998299479484558,,0.9999743700027466
pcm,0.9999807476997375,0.9999756217002869,,0.9999794960021973
sna,0.9999217987060547,0.999909520149231,,0.9999573826789856
swa,0.9999809265136719,0.9999729990959167,,0.9999733567237854
tsn,0.9999640583992004,0.9999573826789856,,
twi,0.9999886751174927,0.9999772906303406,,0.9999656677246094
wol,0.999874472618103,0.9999517202377319,,0.9999642968177795
xho,,0.9998165965080261,,0.999969482421875
yor,0.9999839067459106,0.9998948574066162,,
zul,,0.9999817609786987,,0.9999701976776123
