,DATE,ORG,LOC,PER
bam,,0.9356013536453247,0.9717221260070801,0.9841191172599792
bbj,,0.9649402499198914,0.9456154704093933,0.9727796912193298
ewe,,0.9781968593597412,0.9725055694580078,0.9773521423339844
fon,,0.968710720539093,0.9704952239990234,0.9610558748245239
hau,,0.9840343594551086,0.9824957251548767,0.9892560839653015
ibo,,0.9783102869987488,0.9814615845680237,0.9878345727920532
kin,,0.9885772466659546,0.9875267148017883,0.9905422329902649
lug,,0.9921079874038696,0.9827066659927368,0.9865266680717468
luo,,0.9778504371643066,0.985185444355011,0.9781192541122437
mos,,0.9821247458457947,0.9792986512184143,0.9831261038780212
nya,,0.9886983036994934,0.9837507009506226,0.9825314879417419
pcm,,0.9594424366950989,0.941036581993103,0.9683119654655457
sna,,0.9897612929344177,0.9904572367668152,0.9822402596473694
swa,,0.9497755765914917,0.9685967564582825,0.9574422836303711
tsn,,0.9825356006622314,0.9791184067726135,0.9815150499343872
twi,,0.9863020777702332,0.9796288013458252,0.9829795360565186
wol,,0.9798035025596619,0.9797119498252869,0.9816930294036865
xho,,0.9874189496040344,0.9837357997894287,0.9656941890716553
yor,,0.963674783706665,0.9575587511062622,0.9592385292053223
zul,,0.9912834763526917,0.9751944541931152,0.9816914796829224
