,PER,DATE,LOC,ORG,Mean
kin,0.9279423952102661,0.9380046129226685,0.915237545967102,0.9639897346496582,0.9362935721874237
luo,0.9309900999069214,0.9212563633918762,0.8883016109466553,0.9495881199836731,0.9225340485572815
twi,0.9315933585166931,0.9048357009887695,0.8835163116455078,0.957566499710083,0.9193779677152634
nya,0.9252818822860718,0.9218433499336243,0.8735052347183228,0.953614354133606,0.9185612052679062
zul,0.9239042401313782,0.9356865286827087,0.8530646562576294,0.9584517478942871,0.9177767932415009
lug,0.9836196899414062,0.8941352367401123,0.9125663638114929,0.8753045201301575,0.9164064526557922
wol,0.9281144142150879,0.940704345703125,0.8390353322029114,0.9534721970558167,0.9153315722942352
ibo,0.9182896614074707,0.9394541382789612,0.8334885835647583,0.9543626308441162,0.9113987535238266
sna,0.9282175302505493,0.919122576713562,0.850813627243042,0.9435722827911377,0.9104315042495728
tsn,0.9273759722709656,0.9213403463363647,0.8745005130767822,0.9134631156921387,0.9091699868440628
ewe,0.9248601198196411,0.8635475635528564,0.879461407661438,0.9537169337272644,0.9053965061903
xho,0.9162936806678772,0.9341557025909424,0.8133370876312256,0.9398502111434937,0.9009091705083847
swa,0.9445793032646179,0.7995539903640747,0.9223437309265137,0.9121613502502441,0.8946595937013626
pcm,0.9414913058280945,0.8089348077774048,0.8764727115631104,0.9271725416183472,0.8885178416967392
mos,0.9361355900764465,0.7797638773918152,0.829175591468811,0.9471155405044556,0.8730476498603821
bam,0.8813678622245789,0.8897231817245483,0.8282217383384705,0.8829303979873657,0.8705607950687408
fon,0.9236253499984741,0.8141354322433472,0.7807246446609497,0.9489965438842773,0.8668704926967621
yor,0.8924912214279175,0.8864911198616028,0.7533151507377625,0.9182189106941223,0.8626291006803513
hau,0.9172700643539429,0.890405535697937,0.7427381277084351,0.8992825746536255,0.8624240756034851
bbj,0.923450767993927,0.8116382360458374,0.7762904167175293,0.9301693439483643,0.8603871911764145
