,PER,DATE,LOC,ORG,Mean
twi,0.9848280549049377,,0.9752218127250671,0.9799903631210327,0.9800134102503458
kin,0.9804234504699707,,0.9814463257789612,0.9751288890838623,0.9789995551109314
tsn,0.9821786880493164,,0.9753076434135437,0.9768630862236023,0.9781164725621542
nya,0.9872494339942932,,0.9721935391426086,0.9710173606872559,0.9768201112747192
ewe,0.9814661145210266,,0.9722031950950623,0.9723929762840271,0.9753540953000387
pcm,0.9837662577629089,,0.9733321070671082,0.9681282043457031,0.9750755230585734
zul,0.9705931544303894,,0.9724118113517761,0.974646806716919,0.9725505908330282
luo,0.9820039868354797,,0.9759774804115295,0.9588198661804199,0.9722671111424764
swa,0.984294056892395,,0.9701006412506104,0.9608286023139954,0.9717411001523336
mos,0.981067419052124,,0.9636414051055908,0.9702991247177124,0.9716693162918091
lug,0.9746962189674377,,0.9666997790336609,0.9714139699935913,0.97093665599823
wol,0.9764877557754517,,0.9628990292549133,0.9722521305084229,0.970546305179596
fon,0.9752383828163147,,0.962928295135498,0.9702545404434204,0.9694737394650778
sna,0.9768444895744324,,0.9571870565414429,0.9724915623664856,0.968841036160787
ibo,0.9757313132286072,,0.9575997591018677,0.9717770218849182,0.9683693647384644
xho,0.9572022557258606,,0.9648293256759644,0.9729782938957214,0.9650032917658488
hau,0.9765022397041321,,0.9549338817596436,0.9587334394454956,0.9633898536364237
bam,0.9782462120056152,,0.9709362387657166,0.9383341073989868,0.9625055193901062
bbj,0.9718431830406189,,0.9356381893157959,0.955691933631897,0.9543911019961039
yor,,,0.9259157776832581,0.9628301858901978,0.9443729817867279
