,DATE,ORG,LOC,PER
bam,0.9799341559410095,0.9698092937469482,0.9714159965515137,0.912746250629425
bbj,0.9713738560676575,0.9800516366958618,0.9539781808853149,0.9219622611999512
ewe,0.9732605814933777,0.9857937693595886,0.97677081823349,0.9271961450576782
fon,0.9662601351737976,0.9792348742485046,0.9630624055862427,0.9231593608856201
hau,0.9647316932678223,0.9808380007743835,0.9466460943222046,0.9262123703956604
ibo,0.9893149733543396,0.9888965487480164,0.9640181064605713,0.9187296628952026
kin,0.9897660613059998,0.9873817563056946,0.9881083965301514,0.9082067012786865
lug,0.9727067351341248,0.9720105528831482,0.9876506328582764,0.911038339138031
luo,0.9883877038955688,0.9823576211929321,0.9828254580497742,0.9321454167366028
mos,0.9667293429374695,0.9849997758865356,0.9689643383026123,0.912634015083313
nya,0.9789435267448425,0.9863043427467346,0.9757449626922607,0.910682201385498
pcm,0.9489549398422241,0.9828787446022034,0.9816926717758179,0.9300267696380615
sna,0.9842379689216614,0.9844070076942444,0.9691124558448792,0.9227285981178284
swa,0.9571570754051208,0.9788209795951843,0.9907841086387634,0.9211013913154602
tsn,0.988523542881012,0.9797060489654541,0.9769430160522461,0.9243800640106201
twi,0.9849110841751099,0.992993950843811,0.9832541346549988,0.9307968616485596
wol,0.9869959354400635,0.9782229065895081,0.9631684422492981,0.9170916080474854
xho,0.9913318157196045,0.9803112149238586,0.9653050899505615,0.916119396686554
yor,0.9814841151237488,0.9848734736442566,0.956040620803833,0.9167879819869995
zul,0.9886581897735596,0.9833776354789734,0.971505343914032,0.9147260189056396
