layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9999926249990806
2,xlmr,top5,twi,0.9999904903085217
2,xlmr,top5,luo,0.999988898719913
2,xlmr,top5,ewe,0.9999886045843069
2,xlmr,top5,nya,0.9999870214869593
2,xlmr,worst5,fon,0.9999351086447857
2,xlmr,worst5,bam,0.9999396064552613
2,xlmr,worst5,bbj,0.9999460739418741
2,xlmr,worst5,hau,0.9999541040800226
2,xlmr,worst5,pcm,0.9999576937518541
3,xlmr,top5,kin,0.9999966313510107
3,xlmr,top5,twi,0.9999960784939044
3,xlmr,top5,ewe,0.9999949405335669
3,xlmr,top5,tsn,0.9999948468654472
3,xlmr,top5,zul,0.999994808677613
3,xlmr,worst5,bbj,0.9999808433933676
3,xlmr,worst5,fon,0.9999815320057093
3,xlmr,worst5,pcm,0.9999844097630304
3,xlmr,worst5,bam,0.9999850318636101
3,xlmr,worst5,swa,0.9999871554345554
10,xlmr,top5,kin,0.9999989067242032
10,xlmr,top5,swa,0.9999985853173439
10,xlmr,top5,tsn,0.9999983872275666
10,xlmr,top5,zul,0.9999983103050938
10,xlmr,top5,twi,0.9999978955683302
10,xlmr,worst5,fon,0.9999736353733186
10,xlmr,worst5,pcm,0.9999875246335912
10,xlmr,worst5,hau,0.9999911945355836
10,xlmr,worst5,xho,0.999993142856004
10,xlmr,worst5,ibo,0.9999932634604332
12,xlmr,top5,lug,0.9999126198963837
12,xlmr,top5,nya,0.9998760967526205
12,xlmr,top5,mos,0.9998670351385474
12,xlmr,top5,luo,0.9998576601071073
12,xlmr,top5,twi,0.9998374482810684
12,xlmr,worst5,hau,0.9965150691682957
12,xlmr,worst5,fon,0.9993041683709163
12,xlmr,worst5,pcm,0.9996073079895645
12,xlmr,worst5,yor,0.9997635062720353
12,xlmr,worst5,ibo,0.9997644740395459
