,PER,ORG,DATE,LOC
bam,0.9833004474639893,0.9348727464675903,,0.9521417021751404
bbj,0.9839254021644592,0.970767617225647,,0.8919593095779419
ewe,0.9764769077301025,0.9767106771469116,,0.9613829255104065
fon,0.9685181975364685,0.9782329201698303,,0.9226917028427124
hau,0.978016197681427,0.9798240661621094,,0.919373095035553
ibo,0.9845784306526184,0.9800503253936768,,0.9335163831710815
kin,0.980334997177124,0.9836589097976685,,0.9688136577606201
lug,0.985432505607605,0.9685683250427246,,0.9831724166870117
luo,0.9812575578689575,0.9836072325706482,,0.9761749505996704
mos,0.9653428196907043,0.9799124598503113,,0.927884578704834
nya,0.9869234561920166,0.98037189245224,,0.9219502806663513
pcm,0.9860806465148926,0.9488558769226074,,0.9806274175643921
sna,0.9847175478935242,0.97163325548172,,0.9214655160903931
swa,0.9737855792045593,0.9712249040603638,,0.9804558157920837
tsn,0.9795686602592468,0.9729152321815491,,0.9454967975616455
twi,0.9875574111938477,0.9888693690299988,,0.9774119853973389
wol,0.9820715188980103,0.9756107330322266,,0.9139747619628906
xho,0.9408206939697266,0.9691981077194214,,0.9058194756507874
yor,0.9496829509735107,0.9743341207504272,,0.8869889378547668
zul,0.9694043397903442,0.9756571054458618,,0.9387582540512085
