,LOC,PER,ORG,DATE,Mean
twi,0.9916151165962219,0.991657018661499,0.9928710460662842,,0.9920477271080017
kin,0.9868313670158386,0.986395537853241,0.9932491779327393,,0.9888253609339396
luo,0.9892975687980652,0.9866358637809753,0.9866085648536682,,0.9875139991442362
pcm,0.9893399477005005,0.9909700155258179,0.9799883365631104,,0.9867660999298096
swa,0.9898656606674194,0.9900360703468323,0.9764319658279419,,0.9854445656140646
ewe,0.9764134287834167,0.9877947568893433,0.9896921515464783,,0.9846334457397461
tsn,0.9826580286026001,0.9897348284721375,0.9809298515319824,,0.9844409028689066
lug,0.991973876953125,0.9760188460350037,0.9833911657333374,,0.983794629573822
nya,0.9704656004905701,0.9924337267875671,0.9883678555488586,,0.9837557276089987
zul,0.9769308567047119,0.9861827492713928,0.9861924052238464,,0.983102003733317
bam,0.9816713929176331,0.9872919321060181,0.9737009406089783,,0.9808880885442098
hau,0.9749710559844971,0.984566330909729,0.9817243218421936,,0.9804205695788065
mos,0.9702403545379639,0.982086718082428,0.9879063367843628,,0.9800778031349182
fon,0.9667769074440002,0.9836192727088928,0.9868737459182739,,0.9790899753570557
wol,0.9646440148353577,0.9884833097457886,0.979523241519928,,0.977550188700358
ibo,0.9517917633056641,0.9883585572242737,0.9897987246513367,,0.9766496817270914
sna,0.9631102681159973,0.9878044724464417,0.9784525632858276,,0.9764557679494222
bbj,0.9552281498908997,0.9893075227737427,0.9844465851783752,,0.9763274192810059
yor,0.9555020332336426,0.9822143912315369,0.979831337928772,,0.9725159207979838
xho,0.9602696895599365,0.97684645652771,0.9783509969711304,,0.9718223810195923
