,PER,LOC,DATE,ORG
bam,,0.9777535200119019,,0.9764100909233093
bbj,,0.9603580832481384,,0.9812657237052917
ewe,0.9191558361053467,,,0.9796844720840454
fon,0.9114049673080444,0.9739273190498352,,0.9856987595558167
hau,0.9072871804237366,0.9477582573890686,,0.9759922623634338
ibo,,0.9720349311828613,,0.9779728651046753
kin,0.8835067749023438,0.9664179086685181,,0.9708484411239624
lug,0.8999187350273132,,,0.9698647856712341
luo,0.9080697894096375,,,0.9638953804969788
mos,0.9073625802993774,,,0.9836094379425049
nya,,0.9753541946411133,,0.9766189455986023
pcm,0.8902567625045776,0.967837929725647,,
sna,0.906043291091919,0.9795005321502686,,
swa,0.9137120246887207,0.9534980058670044,,0.9281027317047119
tsn,,0.969438910484314,,0.9763648509979248
twi,0.9185503721237183,0.9756693840026855,,0.9895963668823242
wol,0.9130653142929077,0.9692175388336182,,0.9709330797195435
xho,0.9056186079978943,0.9702380895614624,,
yor,,0.956142246723175,,0.979069173336029
zul,,0.9699921607971191,,
