,ORG,PER,LOC,DATE,Mean
kin,0.9908937215805054,0.9028066396713257,0.985811173915863,0.9912367463111877,0.9879515618476968
twi,0.9937419891357422,0.9086105227470398,0.9762631058692932,0.9861339926719666,0.9841707325357152
luo,0.987750768661499,0.912690281867981,0.9801439642906189,0.9875664710998535,0.9840125779467305
ibo,0.9918193221092224,0.9027429223060608,0.9679956436157227,0.9912945032119751,0.9824281919972477
tsn,0.9840685725212097,0.9071463942527771,0.9746941328048706,0.991393506526947,0.9821847896250527
zul,0.9906932711601257,0.8985300660133362,0.9670321941375732,0.9901532530784607,0.9813018902706037
sna,0.9860439300537109,0.9077155590057373,0.9707508683204651,0.9899018406867981,0.9810587224059217
nya,0.98992520570755,0.9062790274620056,0.975432813167572,0.9803799390792847,0.9807215719398238
ewe,0.9900481104850769,0.9111908078193665,0.976203441619873,0.9736648201942444,0.9788889537646076
xho,0.9862673878669739,0.8965047001838684,0.9574173092842102,0.9924324154853821,0.9774112002117428
wol,0.984793484210968,0.8970264196395874,0.9634815454483032,0.987360417842865,0.9772613896472561
bam,0.9784911870956421,0.9000324606895447,0.9708802103996277,0.9822399020195007,0.9759884703503506
yor,0.986811101436615,0.8994223475456238,0.9562140107154846,0.9840987324714661,0.9745066001659303
swa,0.9796207547187805,0.9057163596153259,0.9888747334480286,0.9545274376869202,0.9732602726756119
lug,0.969476044178009,0.9025496244430542,0.9804173111915588,0.9726864695549011,0.9730650285097557
bbj,0.9869426488876343,0.9083982110023499,0.9558311700820923,0.9774225354194641,0.9723751537130261
fon,0.9856780171394348,0.9013208150863647,0.955139696598053,0.9713362455368042,0.9696251175847892
pcm,0.9822009205818176,0.9121179580688477,0.9755416512489319,0.9519184827804565,0.9689772692252332
mos,0.9865869879722595,0.9072695970535278,0.9679325819015503,0.9495605230331421,0.9670698929020739
hau,0.9790237545967102,0.9084774851799011,0.9347993731498718,0.9698764085769653,0.9604023804501911
