,LOC,DATE,ORG,PER
bam,0.9978417754173279,,0.9961638450622559,0.9897760152816772
bbj,0.9978875517845154,,0.9980923533439636,0.9914466142654419
ewe,0.9987361431121826,,0.9988497495651245,0.9917645454406738
fon,0.997792661190033,,0.9984440803527832,0.9912633299827576
hau,0.9968534111976624,,0.9979696869850159,0.9917473793029785
ibo,0.9980340600013733,,0.9987938404083252,0.9896242022514343
kin,0.9985020160675049,,0.998293399810791,0.9895442128181458
lug,0.9966437220573425,,0.9973684549331665,0.9871323704719543
luo,0.9983391165733337,,0.9969573020935059,0.9915803074836731
mos,0.9980202317237854,,0.9985079765319824,0.9906355738639832
nya,0.9977121353149414,,0.998406708240509,0.991011381149292
pcm,0.9984346628189087,,0.9972605109214783,0.9915217161178589
sna,0.9986119866371155,,0.9979921579360962,0.9913513660430908
swa,0.9978229999542236,,0.9969526529312134,0.9913544654846191
tsn,0.998561680316925,,0.9982149004936218,0.9905696511268616
twi,0.9978231191635132,,0.9992668032646179,0.9915311932563782
wol,0.9977742433547974,,0.9982559084892273,0.9908258318901062
xho,0.9978461861610413,,0.9981245398521423,0.991101861000061
yor,0.9964271187782288,,0.9981454610824585,
zul,0.9985772967338562,,0.9983356595039368,0.9899994730949402
