,LOC,DATE,ORG,PER
bam,0.9801288843154907,,0.9625939726829529,0.9221769571304321
bbj,0.9763664603233337,,0.9823586344718933,0.9330728650093079
ewe,0.9862668514251709,,0.9874891042709351,0.9367485046386719
fon,0.9772626757621765,,0.9822677373886108,0.9325838088989258
hau,0.9652032256126404,,0.980683445930481,0.9349000453948975
ibo,0.9789330363273621,,0.9863212704658508,0.9251698851585388
kin,0.9830012321472168,,0.9828538298606873,0.9188859462738037
lug,0.9677963852882385,,0.9752457141876221,0.909859836101532
luo,0.9818979501724243,,0.9646210074424744,0.9376710653305054
mos,0.9796184301376343,,0.9861551523208618,0.9260280728340149
nya,0.9750509858131409,,0.9830718636512756,0.9321185350418091
pcm,0.9821648001670837,,0.9698526859283447,0.9396811723709106
sna,0.9821759462356567,,0.9781491756439209,0.9344872236251831
swa,0.9760732054710388,,0.9681826233863831,0.9347827434539795
tsn,0.9843457937240601,,0.9804771542549133,0.9356132745742798
twi,0.9759737253189087,,0.9909189343452454,0.9384670257568359
wol,0.975606381893158,,0.9824777841567993,0.9289317727088928
xho,0.9778658151626587,,0.9782488942146301,0.9297381043434143
yor,0.9623485803604126,,0.9819900989532471,0.931144118309021
zul,0.9824365377426147,,0.9804772138595581,0.9235543608665466
