,DATE,LOC,PER,ORG
bam,,0.9798087477684021,,0.9652328491210938
bbj,,0.9597296118736267,,0.9863972663879395
ewe,,,0.9854661822319031,0.983940064907074
fon,,0.9783459305763245,0.9832674264907837,0.9860720038414001
hau,,0.9323529601097107,0.986298143863678,0.9740009307861328
ibo,,0.9611713290214539,,0.9804849028587341
kin,,0.9763457775115967,0.9795136451721191,0.9714128375053406
lug,,,0.9835593700408936,0.9699783325195312
luo,,,0.968012809753418,0.9679096937179565
mos,,,0.9757887125015259,0.9851292967796326
nya,,0.978010892868042,,0.9805043935775757
pcm,,0.9789931774139404,0.98195481300354,
sna,,0.9765533208847046,0.9797250032424927,
swa,,0.9796772003173828,0.9883649349212646,0.9212659597396851
tsn,,0.9766146540641785,,0.9822104573249817
twi,,0.9760274887084961,0.9885460138320923,0.9879026412963867
wol,,0.9693531394004822,0.9884445667266846,0.9779824018478394
xho,,0.9735649228096008,0.971222996711731,
yor,,0.9409617781639099,,0.9806717038154602
zul,,0.9695898294448853,,
