,PER,LOC,DATE,ORG,Mean
ibo,0.9999628067016602,0.9999979734420776,0.9999939799308777,0.999997615814209,0.9999958619572757
luo,0.9999843239784241,0.9999966025352478,0.9999939799308777,0.9999974370002747,0.9999957774199691
yor,0.999984622001648,0.9999958276748657,0.9999958276748657,0.9999954700469971,0.9999954910839305
fon,0.9999750256538391,0.999997079372406,0.9999915957450867,0.9999982714653015,0.9999952444843218
zul,0.9999660849571228,0.9999979734420776,0.9999915361404419,0.9999976754188538,0.9999951470911114
xho,0.9999799728393555,0.9999976754188538,0.999993622303009,0.9999950528144836,0.9999951467015384
lug,0.9999721646308899,0.9999974370002747,0.999993622303009,0.9999925494194031,0.9999940975818759
wol,0.9999719858169556,0.9999980330467224,0.9999898672103882,0.9999950528144836,0.9999938798106573
bam,0.9999584555625916,0.9999970197677612,0.9999924898147583,0.9999935030937195,0.9999936339901943
ewe,0.999975860118866,0.9999983310699463,0.99998539686203,0.9999973773956299,0.9999933519394569
kin,0.999946653842926,0.9999979734420776,0.9999837279319763,0.9999989867210388,0.999992642916885
swa,0.9999656677246094,0.999995231628418,0.9999879002571106,0.9999960660934448,0.9999925287720425
tsn,0.9999659061431885,0.9999939203262329,0.9999881982803345,0.9999961853027344,0.9999922412672854
nya,0.9999669194221497,0.999998927116394,0.9999808669090271,0.9999962449073792,0.9999915209471011
mos,0.9999651312828064,0.9999945163726807,0.9999855756759644,0.9999954700469971,0.9999913300564086
pcm,0.999967098236084,0.9999973177909851,0.9999830722808838,0.9999950528144836,0.9999913296668358
bbj,0.9999674558639526,0.9999942779541016,0.9999840259552002,0.9999969005584717,0.9999912587645786
hau,0.9999579191207886,0.999996542930603,0.9999839663505554,0.9999939799308777,0.9999908380259096
twi,0.9999500513076782,0.9999945163726807,0.9999844431877136,0.9999935626983643,0.9999900409598755
sna,0.9999688863754272,0.9999933242797852,0.9999799132347107,0.9999951720237732,0.9999890662486257
