,PER,LOC,DATE,ORG,Mean
kin,0.9999918341636658,0.9999982118606567,0.9999977350234985,0.9999959468841553,0.9999971907902387
lug,0.9999943375587463,0.9999960660934448,0.9999974370002747,0.9999977350234985,0.9999970256113538
nya,0.999993085861206,0.9999973177909851,0.9999960064888,0.9999963045120239,0.9999964751449286
zul,0.9999942183494568,0.9999963045120239,0.9999955892562866,0.9999960064888,0.9999959324699601
xho,0.9999919533729553,0.9999949932098389,0.9999960064888,0.9999958872795105,0.9999955569217408
sna,0.9999914765357971,0.999993085861206,0.9999942183494568,0.999996542930603,0.9999945541612463
wol,0.9999886751174927,0.9999953508377075,0.9999954700469971,0.9999918341636658,0.999994109658634
tsn,0.9999919533729553,0.9999966621398926,0.9999961853027344,0.9999892711639404,0.9999939986303741
luo,0.9999905228614807,0.999997079372406,0.9999957084655762,0.9999883770942688,0.9999936589228562
ibo,0.9999885559082031,0.9999953508377075,0.9999937415122986,0.9999904632568359,0.9999930944318086
twi,0.9999887943267822,0.9999946355819702,0.9999924898147583,0.9999916553497314,0.9999928458843356
hau,0.999992311000824,0.9999954104423523,0.9999898076057434,0.9999918937683105,0.9999923694367502
mos,0.9999893307685852,0.9999947547912598,0.9999876618385315,0.9999940395355225,0.9999920967357611
ewe,0.999986469745636,0.9999933242797852,0.9999882578849792,0.9999910593032837,0.9999907940041786
bam,0.999988317489624,0.9999909996986389,0.9999901056289673,0.9999904632568359,0.9999904796188953
yor,0.9999885559082031,0.9999913573265076,0.9999883770942688,0.9999899864196777,0.9999898804558648
bbj,0.9999877214431763,0.999991238117218,0.999986469745636,0.9999913573265076,0.9999896498287425
fon,0.9999831914901733,0.9999914765357971,0.9999834299087524,0.99998939037323,0.999988002714768
swa,0.9999901056289673,0.999992311000824,0.9999839067459106,0.9999834895133972,0.9999866384306765
pcm,0.9999829530715942,0.9999901056289673,0.9999740123748779,0.9999827742576599,0.9999823102764055
