,PER,LOC,DATE,ORG,Mean
lug,0.9999959468841553,0.9999875426292419,0.9999861121177673,0.9999916553497314,0.999990314245224
nya,0.9999926686286926,0.9999890923500061,0.9999864101409912,0.9999902248382568,0.9999895989894867
twi,0.9999895095825195,0.9999876618385315,0.9999884366989136,0.9999912977218628,0.9999892264604568
tsn,0.9999943971633911,0.9999828934669495,0.9999890327453613,0.9999884366989136,0.9999886900186539
sna,0.9999896883964539,0.9999890923500061,0.9999837875366211,0.9999908208847046,0.9999883472919464
ibo,0.9999915361404419,0.9999867677688599,0.9999920129776001,0.9999805092811584,0.9999877065420151
kin,0.9999838471412659,0.9999907612800598,0.9999856948852539,0.9999891519546509,0.9999873638153076
ewe,0.9999921917915344,0.9999842643737793,0.9999833106994629,0.999988317489624,0.9999870210886002
luo,0.9999862313270569,0.9999890923500061,0.9999871253967285,0.9999798536300659,0.9999855756759644
zul,0.9999892711639404,0.9999789595603943,0.9999821186065674,0.9999873638153076,0.9999844282865524
bam,0.9999871850013733,0.9999818801879883,0.9999838471412659,0.9999842643737793,0.9999842941761017
xho,0.9999837279319763,0.9999816417694092,0.9999858140945435,0.9999855160713196,0.9999841749668121
yor,0.9999828338623047,0.9999747276306152,0.999981701374054,0.999984622001648,0.9999809712171555
wol,0.9999850392341614,0.9999755024909973,0.9999740123748779,0.9999809861183167,0.9999788850545883
mos,0.9999889731407166,0.9999792575836182,0.9999647736549377,0.9999822974205017,0.9999788254499435
hau,0.9999861121177673,0.9999813437461853,0.9999728202819824,0.99997478723526,0.9999787658452988
fon,0.9999819993972778,0.9999802112579346,0.999970555305481,0.9999817609786987,0.999978631734848
swa,0.9999871850013733,0.999976396560669,0.9999675154685974,0.9999824166297913,0.9999783784151077
bbj,0.9999839067459106,0.9999752640724182,0.9999727010726929,0.9999801516532898,0.9999780058860779
pcm,0.9999858140945435,0.9999685883522034,0.9999555349349976,0.9999741315841675,0.999971017241478
