,PER,DATE,LOC,ORG
bam,0.9999138116836548,0.9999749064445496,0.9999666213989258,0.9999709725379944
bbj,0.9999412298202515,0.9999755024909973,0.9999842047691345,0.9999858736991882
ewe,0.9999250769615173,0.999984085559845,0.9999887943267822,0.9999851584434509
fon,0.9999139904975891,0.9999727606773376,0.9999746084213257,0.999984085559845
hau,0.9999588131904602,0.999975323677063,0.9999914765357971,0.9999896287918091
ibo,0.9999376535415649,0.9999917149543762,0.9999895691871643,0.9999861717224121
kin,0.9999469518661499,0.999986469745636,0.9999918937683105,0.9999947547912598
lug,0.9999532699584961,0.9999897480010986,0.9999949932098389,0.9999944567680359
luo,0.999946117401123,0.9999845623970032,0.9999922513961792,0.9999892115592957
mos,0.999930202960968,0.9999801516532898,0.9999854564666748,0.9999898672103882
nya,0.9999386668205261,0.9999828934669495,0.9999897480010986,0.9999950528144836
pcm,0.9999314546585083,0.9999873042106628,0.9999884366989136,0.999984622001648
sna,0.999929666519165,0.9999827742576599,0.9999876618385315,0.9999945759773254
swa,0.9999468922615051,0.9999866485595703,0.9999886751174927,0.9999880790710449
tsn,0.9999291300773621,0.9999875426292419,0.9999850988388062,0.9999909996986389
twi,0.9999092817306519,0.9999587535858154,0.9999842047691345,0.9999862909317017
wol,0.9999216198921204,0.9999881386756897,0.9999821782112122,0.99998539686203
xho,0.9999441504478455,0.9999905824661255,0.9999897480010986,0.9999914169311523
yor,0.9999516606330872,0.9999824166297913,0.9999887347221375,0.9999889135360718
zul,0.999945878982544,0.9999901056289673,0.9999904036521912,0.9999945759773254
