,PER,ORG,DATE,LOC
bam,0.9043698310852051,0.806769073009491,0.8628616333007812,0.8454832434654236
bbj,0.9109200239181519,0.847257137298584,0.7923916578292847,0.6712266206741333
ewe,0.9224388599395752,0.904972493648529,0.687281608581543,0.8564892411231995
fon,0.9137616157531738,0.9037038683891296,0.8249541521072388,0.7773818969726562
hau,0.9255452752113342,0.9299834966659546,0.9105952978134155,0.7776840329170227
ibo,0.9236887097358704,0.928794264793396,0.9389161467552185,0.8388439416885376
kin,0.9356538653373718,0.9405728578567505,0.9296915531158447,0.9147768020629883
lug,0.9858877658843994,0.9118396043777466,0.9004103541374207,0.9165444374084473
luo,0.9026681780815125,0.9146345853805542,0.9057283401489258,0.903301477432251
mos,0.9169158935546875,0.8999139666557312,0.7824154496192932,0.8295100927352905
nya,0.9424588084220886,0.9457158446311951,0.9142085313796997,0.8855805993080139
pcm,0.9185184836387634,0.8676500916481018,0.7066758871078491,0.8697028756141663
sna,0.9392130970954895,0.9343134164810181,0.9451375007629395,0.7905786633491516
swa,0.900455117225647,0.8889722228050232,0.8478147983551025,0.9133303165435791
tsn,0.918224036693573,0.8952925801277161,0.9181705117225647,0.8620381951332092
twi,0.9360671639442444,0.9441539645195007,0.8724522590637207,0.9043591022491455
wol,0.9190245270729065,0.9201523065567017,0.9037289619445801,0.8012895584106445
xho,0.9038983583450317,0.9049748778343201,0.9496105313301086,0.7640225291252136
yor,0.8252199292182922,0.8795638084411621,0.8281610012054443,0.685231626033783
zul,0.8903893232345581,0.9263690114021301,0.9189401865005493,0.8405850529670715
