,ORG,PER,DATE,LOC,Mean
hau,0.9999653697013855,0.9999801516532898,0.999902606010437,0.9999588131904602,0.9999517351388931
lug,0.999984085559845,0.99998539686203,0.9998932480812073,0.9999265074729919,0.9999473094940186
kin,0.9999629259109497,0.9999779462814331,0.9998551607131958,0.999940812587738,0.9999342113733292
xho,0.9999530911445618,0.9998971819877625,0.9999520778656006,0.9999228119850159,0.9999312907457352
twi,0.9999380707740784,0.9999443292617798,0.9998949766159058,0.9999263882637024,0.9999259412288666
nya,0.9999783039093018,0.9999389052391052,0.999843955039978,0.9999382495880127,0.9999248534440994
sna,0.9999700784683228,0.999968945980072,0.9997785687446594,0.999971330165863,0.9999222308397293
ibo,0.999903678894043,0.9999561905860901,0.9998981952667236,0.9999303817749023,0.9999221116304398
tsn,0.9999449253082275,0.9999344944953918,0.9999144673347473,0.9998645782470703,0.9999146163463593
mos,0.9999330043792725,0.9999286532402039,0.9998493194580078,0.9999423027038574,0.9999133199453354
luo,0.9999171495437622,0.9998966455459595,0.9999146461486816,0.9999108910560608,0.999909833073616
zul,0.9999522566795349,0.9999227523803711,0.9998754262924194,0.9998403191566467,0.999897688627243
bam,0.9999090433120728,0.9999085068702698,0.9998841881752014,0.9998611211776733,0.9998907148838043
swa,0.9999271631240845,0.9998866319656372,0.9998651742935181,0.9998679161071777,0.9998867213726044
wol,0.9999242424964905,0.9998886585235596,0.9998887777328491,0.9998354315757751,0.9998842775821686
ewe,0.9998953342437744,0.9998623132705688,0.9998844265937805,0.999847412109375,0.9998723715543747
bbj,0.9998680949211121,0.9998836517333984,0.9997511506080627,0.9998070001602173,0.9998274743556976
pcm,0.9997988343238831,0.9998467564582825,0.9997897744178772,0.9997691512107849,0.9998011291027069
fon,0.9998981952667236,0.99974524974823,0.9996939897537231,0.9998355507850647,0.9997932463884354
yor,0.9998065233230591,0.9998065233230591,0.9996896982192993,0.9997667670249939,0.9997673779726028
