,DATE,ORG,LOC,PER,Mean
kin,0.9819585084915161,0.9895127415657043,0.9858636856079102,0.9947142004966736,0.988012284040451
lug,0.9824561476707458,0.9950913190841675,0.9817350506782532,0.991782546043396,0.9877662658691406
hau,0.9790859222412109,0.9849379062652588,0.9839509129524231,0.9930232763290405,0.9852495044469833
sna,0.9651502370834351,0.9888907670974731,0.9934970140457153,0.990393877029419,0.9844829738140106
ibo,0.9823669791221619,0.9844666719436646,0.9800665974617004,0.9893684983253479,0.9840671867132187
luo,0.9824653267860413,0.9880673885345459,0.984875500202179,0.9799982905387878,0.9838516265153885
nya,0.9775925278663635,0.9902732372283936,0.9759833812713623,0.9854040145874023,0.9823132902383804
tsn,0.9793524742126465,0.9869707226753235,0.9801416993141174,0.9822795987129211,0.9821861237287521
mos,0.969435453414917,0.9850922226905823,0.9865081310272217,0.9835584163665771,0.9811485558748245
xho,0.9801963567733765,0.9898172616958618,0.9872081279754639,0.9668180346488953,0.9810099452733994
zul,0.9806172251701355,0.9927145838737488,0.9700111150741577,0.9772723317146301,0.980153813958168
twi,0.9717695713043213,0.9832549691200256,0.9817152619361877,0.9817537665367126,0.9796233922243118
wol,0.9734004735946655,0.9832631945610046,0.9832420945167542,0.9732503890991211,0.9782890379428864
ewe,0.9759947657585144,0.9801568984985352,0.979150652885437,0.9662076234817505,0.9753774851560593
bam,0.971602201461792,0.9558512568473816,0.9653960466384888,0.9770666360855103,0.9674790352582932
fon,0.9556346535682678,0.9649251103401184,0.96648770570755,0.9626347422599792,0.9624205529689789
pcm,0.9422413110733032,0.9692442417144775,0.9602075815200806,0.9677236676216125,0.9598542004823685
swa,0.9553267955780029,0.965903639793396,0.9612202048301697,0.9548329710960388,0.9593209028244019
bbj,0.960700273513794,0.9628831148147583,0.9372095465660095,0.9608451724052429,0.9554095268249512
yor,0.9664897322654724,0.9693499207496643,0.9363012313842773,0.948104977607727,0.9550614655017853
