,ORG,LOC,DATE,PER
bam,0.9999793767929077,0.9999709725379944,,
bbj,0.9999614953994751,0.9999509453773499,,0.9999759793281555
ewe,0.9999855756759644,,,0.9999878406524658
fon,0.999973714351654,0.9999160766601562,,0.9999865889549255
hau,0.9999780058860779,0.9999528527259827,,0.9999922513961792
ibo,0.9999777674674988,0.9999749064445496,,
kin,0.999981164932251,0.9998922348022461,,0.999972403049469
lug,0.9999802112579346,,,0.9999875426292419
luo,0.9999248385429382,,,0.9999750852584839
mos,0.9999690055847168,0.9999752044677734,,0.9999848008155823
nya,0.999963104724884,0.9999164342880249,,0.9999733567237854
pcm,0.9999427199363708,0.9999627470970154,,0.9999383091926575
sna,0.9999825954437256,0.9999772310256958,,0.9999760985374451
swa,0.9999827146530151,0.9999225735664368,,0.9998792409896851
tsn,0.9999842047691345,0.9999755024909973,,
twi,0.9999787211418152,0.999944806098938,,0.9999920725822449
wol,0.9999768137931824,0.999950647354126,,0.9999728202819824
xho,,0.9999791979789734,,0.9999880194664001
yor,0.9999803900718689,0.999853253364563,,
zul,,0.9999644160270691,,0.9999904632568359
