,ORG,DATE,LOC,PER,Mean
zul,0.9999952912330627,,0.9999971985816956,0.9999989867210388,0.9999971588452657
ewe,0.9999986886978149,,0.9999951124191284,0.9999967813491821,0.9999968608220419
luo,0.999992847442627,,,0.9999964237213135,0.9999946355819702
kin,0.9999849796295166,,0.9999980330467224,0.9999992847442627,0.9999940991401672
nya,0.9999897480010986,,0.9999940991401672,0.9999977350234985,0.9999938607215881
wol,0.9999929666519165,,0.9999902248382568,0.9999956488609314,0.9999929467837015
bbj,0.9999920129776001,,0.999988317489624,0.9999984502792358,0.9999929269154867
swa,0.9999816417694092,,0.9999974370002747,0.9999984502792358,0.9999925096829733
hau,0.9999977350234985,,0.9999843835830688,0.9999917149543762,0.9999912778536478
mos,0.9999968409538269,,0.9999884366989136,0.9999881386756897,0.9999911387761434
lug,0.9999825954437256,,,0.999999463558197,0.9999910295009613
tsn,0.9999843239784241,,0.9999974966049194,,0.9999909102916718
bam,0.9999966025352478,,0.9999943375587463,0.9999814033508301,0.9999907811482748
twi,0.9999983906745911,,0.9999950528144836,0.9999777674674988,0.9999904036521912
sna,0.9999953508377075,,0.9999905228614807,0.9999832510948181,0.9999897082646688
xho,0.9999881386756897,,0.9999832510948181,0.9999921917915344,0.9999878605206808
fon,0.9999983310699463,,0.9999509453773499,0.9999973773956299,0.999982217947642
ibo,0.9999963641166687,,0.9999527931213379,,0.9999745786190033
yor,0.9999969601631165,,0.9999379515647888,,0.9999674558639526
pcm,0.9999905824661255,,0.9999470114707947,0.9999626874923706,0.9999667604764303
