,ORG,DATE,PER,LOC
bam,0.9999086856842041,0.9998771548271179,0.999874472618103,0.9998162984848022
bbj,0.9998691082000732,0.9997974634170532,0.9998552203178406,0.9997793436050415
ewe,0.9999004602432251,0.9998816251754761,0.9997945427894592,0.999847412109375
fon,0.9999021291732788,0.999686598777771,0.9997282028198242,0.9998024106025696
hau,0.9999651312828064,0.9998977780342102,0.9999662041664124,0.999965250492096
ibo,0.9998984336853027,0.9999158978462219,0.999931812286377,0.999945878982544
kin,0.999954342842102,0.9998334050178528,0.9999720454216003,0.9999102354049683
lug,0.9999840259552002,0.999900221824646,0.9999690055847168,0.9999265074729919
luo,0.99991375207901,0.9999146461486816,0.9998595118522644,0.9999108910560608
mos,0.9999106526374817,0.9998493194580078,0.9998985528945923,0.9999423027038574
nya,0.9999747276306152,0.9998514652252197,0.9999100565910339,0.9999188184738159
pcm,0.9997916221618652,0.9997897744178772,0.9998060464859009,0.9997556209564209
sna,0.999970018863678,0.999748945236206,0.9999431371688843,0.999968409538269
swa,0.9999241232872009,0.9998931288719177,0.9998220801353455,0.9998612403869629
tsn,0.9999428987503052,0.9998103380203247,0.9998989701271057,0.9998645782470703
twi,0.999930739402771,0.9998828172683716,0.9999196529388428,0.9999014139175415
wol,0.9999291300773621,0.9998915195465088,0.9998267889022827,0.999891459941864
xho,0.9999501705169678,0.9998503923416138,0.9998015761375427,0.9999411702156067
yor,0.9997842311859131,0.9996896982192993,0.999762773513794,0.9997636079788208
zul,0.9999476671218872,0.9998754262924194,0.9998923540115356,0.9998403191566467
