,ORG,DATE,PER,LOC,Mean
kin,0.9810751080513,,0.9758044481277466,0.9756489992141724,0.9775095184644064
twi,0.9821063280105591,,0.9771262407302856,0.9702042937278748,0.9764789541562399
luo,0.9758689403533936,,0.9695093631744385,0.9742249846458435,0.9732010960578918
lug,0.9705053567886353,,0.9774132370948792,0.9701871871948242,0.9727019270261129
nya,0.9795267581939697,,0.9821792244911194,0.9555789232254028,0.9724283019701639
ibo,0.9738258719444275,,0.9719531536102295,0.9601434469223022,0.9686408241589864
hau,0.976709246635437,,0.9727634787559509,0.9520036578178406,0.9671587944030762
sna,0.9749824404716492,,0.9737894535064697,0.9465879201889038,0.9651199380556742
tsn,0.9717608094215393,,0.971782922744751,0.9506140947341919,0.964719275633494
zul,0.9766778945922852,,0.9635878205299377,0.9530031681060791,0.9644229610761007
swa,0.9593242406845093,,0.9627912640571594,0.963626503944397,0.9619140028953552
mos,0.9598538875579834,,0.9634038805961609,0.954157829284668,0.9591385324796041
pcm,0.9476332068443298,,0.9708671569824219,0.9542387127876282,0.9575796922047933
wol,0.9643071293830872,,0.9704222679138184,0.9371324777603149,0.9572872916857401
ewe,0.9607624411582947,,0.9593156576156616,0.9426447749137878,0.9542409578959147
xho,0.9683446288108826,,0.9364501237869263,0.9429801106452942,0.949258287747701
fon,0.944010317325592,,0.9544738531112671,0.9437002539634705,0.9473948081334432
bam,0.8843844532966614,,0.9705471396446228,0.9584275484085083,0.9377863804499308
bbj,0.9460430145263672,,0.9593605995178223,0.9005535244941711,0.9353190461794535
yor,0.9475961327552795,,0.9296292662620544,0.9116944670677185,0.9296399553616842
