,PER,LOC,ORG,DATE,Mean
ewe,0.9118943810462952,0.9817026853561401,0.9841593503952026,,0.98019883953608
twi,0.9224539995193481,0.9750648140907288,0.9880452752113342,,0.9792819275305822
fon,0.914155125617981,0.9733439087867737,0.984220564365387,,0.9762965784623072
mos,0.908210039138794,0.976458728313446,0.9810510873794556,,0.976041643665387
sna,0.9068989753723145,0.979128897190094,0.9768614768981934,,0.975260717364458
zul,0.9067637324333191,0.9713633060455322,0.983278214931488,,0.9746070286402335
ibo,0.898319661617279,0.9713879227638245,0.9836782217025757,,0.9744864025941262
xho,0.904840350151062,0.9713289141654968,0.9770848751068115,,0.9715389506174967
nya,0.9156197309494019,0.9727878570556641,0.9745264649391174,,0.9714249521493912
hau,0.9071833491325378,0.9667159914970398,0.9805654287338257,,0.9710846577699368
wol,0.9056059718132019,0.9686498641967773,0.9787342548370361,,0.971073363835995
bam,0.894919216632843,0.977031409740448,0.969638466835022,,0.970318948993316
bbj,0.9096049070358276,0.9611054062843323,0.9838060736656189,,0.9700384002465469
kin,0.8970687985420227,0.9617709517478943,0.9832332134246826,,0.9696008024307398
yor,,0.9555518627166748,0.9800631403923035,,0.9678075015544891
tsn,0.9077277779579163,0.9630441069602966,0.972368061542511,,0.9653992263170389
luo,0.9017989635467529,0.9706169366836548,0.9586696028709412,,0.9622261810761231
pcm,0.9180487394332886,0.970323920249939,0.9524109959602356,,0.9597013535407873
swa,0.913821816444397,0.9652624130249023,0.9559835195541382,,0.9588229220647079
lug,0.898921012878418,0.9547572135925293,0.9664558172225952,,0.9582339960795182
