,LOC,PER,DATE,ORG
bam,0.9706242680549622,0.8875844478607178,,0.9619339108467102
bbj,0.9512224197387695,0.9011819958686829,,0.9782406687736511
ewe,0.968463659286499,0.9163588285446167,,0.9799083471298218
fon,0.970992922782898,0.9082601070404053,,0.9816088676452637
hau,0.9590320587158203,0.9067811369895935,,0.9735777974128723
ibo,0.9656043648719788,,,0.9798292517662048
kin,0.9716970920562744,0.890369713306427,,0.9841082692146301
lug,,0.9062649011611938,,0.9670292735099792
luo,,0.903795599937439,,0.9682536125183105
mos,0.9732591509819031,0.9160141944885254,,0.9816330671310425
nya,0.977361798286438,0.9112831354141235,,0.9784272313117981
pcm,0.9660552740097046,0.9132001399993896,,0.9437159895896912
sna,0.9781374335289001,0.9099313616752625,,0.9757698774337769
swa,0.9549850821495056,0.9085308313369751,,0.9560043215751648
tsn,0.9710078835487366,,,0.9772993326187134
twi,0.972792387008667,0.9218183755874634,,0.9873847365379333
wol,0.9650070071220398,0.9083218574523926,,0.9736389517784119
xho,0.9600695967674255,0.9033205509185791,,0.9604405760765076
yor,0.9525039196014404,,,0.9764508605003357
zul,0.9684743285179138,0.914973258972168,,0.9798223972320557
