,LOC,PER,ORG,DATE,Mean
kin,0.9780372381210327,0.9833309054374695,0.9918903112411499,0.9852260947227478,0.9846211373806
twi,0.9770288467407227,0.9899609088897705,0.9911119341850281,0.9785088896751404,0.9841526448726654
tsn,0.9652664661407471,0.9844889640808105,0.9826084971427917,0.9859423637390137,0.9795765727758408
luo,0.9736273288726807,0.9826769828796387,0.9859124422073364,0.9756099581718445,0.9794566780328751
nya,0.9622905850410461,0.9908103346824646,0.9902249574661255,0.9724040031433105,0.9789324700832367
ibo,0.9506372213363647,0.9899646043777466,0.9864298105239868,0.9867928624153137,0.978456124663353
zul,0.9588803648948669,0.9821130037307739,0.9866766929626465,0.9824004173278809,0.977517619729042
ewe,0.9631943106651306,0.988328754901886,0.9888722896575928,0.959831178188324,0.9750566333532333
wol,0.9440716505050659,0.9864956140518188,0.9849178194999695,0.9828458428382874,0.9745827317237854
lug,0.9784508347511292,0.9955693483352661,0.9522950053215027,0.9701685905456543,0.9741209447383881
xho,0.9451388120651245,0.9855778217315674,0.979476273059845,0.9856900572776794,0.9739707410335541
sna,0.9467262029647827,0.9859052300453186,0.9696710705757141,0.9840312600135803,0.9715834408998489
bam,0.9532331824302673,0.9839454293251038,0.9678524136543274,0.9756022691726685,0.9701583236455917
bbj,0.9348428845405579,0.9887325167655945,0.9857684969902039,0.967311680316925,0.9691638946533203
swa,0.98732590675354,0.9843113422393799,0.9538335204124451,0.9426008462905884,0.9670179039239883
mos,0.9451290965080261,0.983883798122406,0.9858095049858093,0.9496292471885681,0.9661129117012024
yor,0.9311795234680176,0.9758346080780029,0.9836750030517578,0.9700273871421814,0.9651791304349899
fon,0.9326381087303162,0.9849753975868225,0.9840203523635864,0.9549013376235962,0.9641337990760803
pcm,0.9729228019714355,0.9849953055381775,0.959463357925415,0.9246132969856262,0.9604986906051636
hau,0.9099158644676208,0.9853146076202393,0.9697904586791992,0.959412157535553,0.9561082720756531
