,ORG,PER,DATE,LOC
bam,0.9999735355377197,0.9999479651451111,0.9999840259552002,0.9999698996543884
bbj,0.999986469745636,0.9999402165412903,0.9999863505363464,0.9999774694442749
ewe,0.9999951720237732,0.9999253153800964,0.9999875426292419,0.9999891519546509
fon,0.9999870657920837,0.9999321699142456,0.9999681711196899,0.9999682903289795
hau,0.9999917149543762,0.9999712705612183,0.999973475933075,0.9999802112579346
ibo,0.9999867677688599,0.9999369978904724,0.9999841451644897,0.9999718070030212
kin,0.999996542930603,0.999951958656311,0.9999966621398926,0.9999956488609314
lug,0.9999876618385315,0.9999560117721558,0.9999947547912598,0.9999960064888
luo,0.9999921321868896,0.9999557733535767,0.999991238117218,0.9999897480010986
mos,0.9999905824661255,0.9999250769615173,0.9999783635139465,0.9999790191650391
nya,0.9999955296516418,0.999960720539093,0.9999942779541016,0.999991774559021
pcm,0.9999791979789734,0.9999615550041199,0.999987006187439,0.9999933838844299
sna,0.9999971985816956,0.9999579191207886,0.9999926686286926,0.9999876618385315
swa,0.9999861121177673,0.9999451041221619,0.9999740123748779,0.9999925494194031
tsn,0.9999915361404419,0.9999528527259827,0.9999936819076538,0.9999949336051941
twi,0.9999916553497314,0.9999554753303528,0.9999851584434509,0.9999836087226868
wol,0.9999932646751404,0.9999229311943054,0.9999926090240479,0.9999865889549255
xho,0.9999951720237732,0.9999329447746277,0.9999955296516418,0.9999884963035583
yor,0.9999921917915344,0.9999428987503052,0.9999794363975525,0.9999769330024719
zul,0.9999956488609314,0.9999480247497559,0.9999905824661255,0.9999871253967285
