,PER,DATE,ORG,LOC,Mean
twi,0.9793997406959534,,0.9831342101097107,0.9568229913711548,0.9731189807256063
ewe,0.9698208570480347,,0.9787588119506836,0.9624772071838379,0.970352292060852
tsn,0.9809287786483765,,0.9723292589187622,0.9511753916740417,0.9681444764137268
zul,0.9701087474822998,,0.9752980470657349,0.9549248218536377,0.9667772054672241
pcm,0.9830286502838135,,0.9564050436019897,0.9596502780914307,0.9663613239924113
nya,0.9811758995056152,,0.9682055115699768,0.9472677707672119,0.9655497272809347
mos,0.9761466979980469,,0.9741737246513367,0.944532573223114,0.9649509986241659
sna,0.9755386710166931,,0.9687311053276062,0.9456652998924255,0.9633116920789083
luo,0.9758061766624451,,0.95267254114151,0.9611599445343018,0.9632128874460856
fon,0.9718739986419678,,0.9765005111694336,0.9405014514923096,0.9629586537679037
wol,0.9759886860847473,,0.9672611355781555,0.9455684423446655,0.9629394213358561
ibo,0.9738755822181702,,0.9761147499084473,0.9340913891792297,0.9613605737686157
lug,0.9617627263069153,,0.9581488966941833,0.9605178236961365,0.9601431488990784
kin,0.9706372618675232,,0.9491137862205505,0.9556410312652588,0.9584640264511108
xho,0.9579731822013855,,0.9691055417060852,0.944298505783081,0.957125743230184
swa,0.9761418700218201,,0.9392621517181396,0.9553370475769043,0.956913689772288
bam,0.9664156436920166,,0.9449588060379028,0.9546039700508118,0.9553261399269104
bbj,0.9735534191131592,,0.971796989440918,0.9181378483772278,0.9544960856437683
hau,0.9700759053230286,,0.9646157026290894,0.9230399131774902,0.9525771737098694
yor,0.9659843444824219,,0.9563792943954468,0.9095884561538696,0.9439840316772461
