,ORG,PER,DATE,LOC,Mean
lug,0.9964842796325684,0.9940776228904724,,0.9897741079330444,0.9934453368186951
kin,0.9937371015548706,0.9939199686050415,,0.9915481209754944,0.9930683970451355
sna,0.9917502403259277,0.9923855662345886,,0.9923449158668518,0.9921602408091227
nya,0.9929853677749634,0.9934837818145752,,0.9889929294586182,0.9918206930160522
zul,0.9937798380851746,0.9899243116378784,,0.9836854934692383,0.989129881064097
hau,0.9878573417663574,0.9912145137786865,,0.9852694869041443,0.9881137808163961
ibo,0.9828426241874695,0.9910529851913452,,0.9890714883804321,0.9876556992530823
twi,0.9882537126541138,0.9873687028884888,,0.9869654178619385,0.9875292778015137
tsn,0.989078164100647,0.9899035692214966,,0.9823054671287537,0.9870957334836324
luo,0.9868800044059753,0.9867652654647827,,0.9868654012680054,0.9868368903795878
xho,0.991157591342926,0.9793431758880615,,0.9877824783325195,0.9860944151878357
wol,0.9852221608161926,0.9859094023704529,,0.9819207787513733,0.9843507806460062
mos,0.9819711446762085,0.9859821796417236,,0.981454074382782,0.9831357995669047
ewe,0.9827988743782043,0.9810925126075745,,0.9779955744743347,0.9806289871533712
bam,0.970893144607544,0.9839761853218079,,0.9801836013793945,0.9783509771029154
fon,0.9683748483657837,0.9752072095870972,,0.9754366874694824,0.9730062484741211
swa,0.9719975590705872,0.9747655391693115,,0.9653781056404114,0.97071373462677
bbj,0.970538318157196,0.9754332304000854,,0.9590061902999878,0.9683259129524231
pcm,0.9614214301109314,0.9715688824653625,,0.9625284075737,0.9651729067166647
yor,0.9636068940162659,0.959718644618988,,0.9572343230247498,0.9601866205533346
